,Date,Open,High,Low,Close,Adj Close,Volume,ema_5,ema_10,ema_20,ema_30,ema_50,ema_100,ema_200
31,1985-03-14,1258.719971,1269.209961,1254.199951,1260.050049,1260.050049,7950000,1266.4500484498576,1271.891847500735,1277.1028891688768,1279.928576343831,1283.2596215393876,1286.9802274423878,1289.4880246762507
32,1985-03-15,1259.719971,1266.890015,1245.140015,1247.349976,1247.349976,11280000,1260.0833576332384,1267.429689046056,1274.2692783908885,1277.8267311603581,1281.8514001456863,1286.195469988083,1289.0687406098205
33,1985-03-18,1252.650024,1260.930054,1242.819946,1249.670044,1249.670044,8270000,1256.6122530888256,1264.2006626740458,1271.926494163185,1276.0101706983996,1280.5893861791888,1285.4721942259428,1288.676713777882
34,1985-03-19,1249.01001,1274.180054,1245.689941,1271.089966,1271.089966,8990000,1261.4381573925505,1265.4532632787648,1271.8468248143101,1275.6927381372127,1280.2168598976518,1285.1873976274092,1288.5017212626792
35,1985-03-20,1271.530029,1277.390015,1257.839966,1265.23999,1265.23999,10540000,1262.7054349283671,1265.4144863189892,1271.2176024510425,1275.0183672896505,1279.6295316663713,1284.7923994565692,1288.2702612501153
36,1985-03-21,1263.800049,1278.930054,1257.619995,1268.219971,1268.219971,9630000,1264.5436136189114,1265.9245744428094,1270.9321137414195,1274.579761077415,1279.182097914749,1284.4642325564391,1288.0707558744923
37,1985-03-22,1272.420044,1277.390015,1261.699951,1267.449951,1267.449951,7800000,1265.512392745941,1266.201915635026,1270.6004791946175,1274.119773330485,1278.7220137220138,1284.127316089975,1287.8655737364377
38,1985-03-25,1261.699951,1268.329956,1252.869995,1259.939941,1259.939941,7930000,1263.6549088306274,1265.0633747922939,1269.585189842749,1273.2049454381959,1277.9854618505622,1283.6483581674013,1287.5877067440356
39,1985-03-26,1257.069946,1267.560059,1252.099976,1259.719971,1259.719971,9520000,1262.343262887085,1264.0918468300586,1268.6456451910585,1272.3349470873445,1277.2691680917167,1283.174528718542,1287.31041584111
40,1985-03-27,1260.160034,1270.869995,1255.959961,1264.910034,1264.910034,8960000,1263.1988532580567,1264.2406081336842,1268.2898726966719,1271.855920436548,1276.7844961665512,1282.8128555557985,1287.0875264695567
41,1985-03-28,1265.900024,1275.51001,1256.630005,1260.709961,1260.709961,8700000,1262.3692225053712,1263.5986722911962,1267.567976344608,1271.1368262793515,1276.1541222384512,1282.3751744754857,1286.8250631315511
42,1985-03-29,1263.469971,1270.650024,1255.849976,1266.780029,1266.780029,9810000,1263.8394913369143,1264.1771007837058,1267.4929337403596,1270.8557425839094,1275.7865107389043,1282.066359713595,1286.6256100556152
43,1985-04-01,1264.800049,1276.280029,1260.48999,1272.75,1272.75,6930000,1266.8096608912763,1265.735809732123,1267.9936067174683,1270.9779527397861,1275.6674318863984,1281.8818773430287,1286.4875442839177
44,1985-04-02,1273.959961,1280.150024,1261.47998,1265.680054,1265.680054,8460000,1266.4331252608508,1265.7256723262824,1267.7732683634238,1270.6361528210903,1275.2757700085006,1281.561049158018,1286.2805045796001
45,1985-04-03,1264.689941,1268.109985,1251.550049,1258.060059,1258.060059,9310000,1263.6421031739005,1264.3319244487764,1266.8482008050025,1269.8247919294072,1274.6006440865988,1281.095683016275,1285.9997041260717
46,1985-04-04,1256.290039,1264.23999,1248.339966,1259.050049,1259.050049,6920000,1262.1114184492671,1263.3715834580896,1266.1055196807165,1269.1296472242843,1273.990816828301,1280.659135808032,1285.7315483536731
47,1985-04-08,1259.5,1267.01001,1246.02002,1252.97998,1252.97998,7940000,1259.0676056328448,1261.482201011164,1264.855468282553,1268.0877332098146,1273.1668624428773,1280.1110337128234,1285.4056621013979
48,1985-04-09,1252.209961,1262.040039,1246.579956,1253.859985,1253.859985,8010000,1257.3317320885633,1260.0963435545889,1263.8082793985004,1267.169813970472,1272.4097299941373,1279.5912109660349,1285.0917747670558
49,1985-04-10,1256.849976,1269.099976,1252.099976,1259.939941,1259.939941,9130000,1258.2011350590424,1260.0679067264819,1263.439866217691,1266.7033705530223,1271.9207186610338,1279.2020769073015,1284.8415077643986
50,1985-04-11,1265.23999,1274.849976,1257.180054,1263.689941,1263.689941,10800000,1260.0307370393616,1260.726458412576,1263.463682863625,1266.50895574315,1271.5979430664836,1278.894905899236,1284.631044413509
51,1985-04-12,1263.689941,1270.430054,1257.290039,1265.680054,1265.680054,7320000,1261.9138426929078,1261.627112155744,1263.6747658289942,1266.455478211334,1271.365868985445,1278.6332256636074,1284.4424773447179
52,1985-04-15,1262.589966,1272.420044,1257.839966,1266.780029,1266.780029,6870000,1263.535904795272,1262.5640061274269,1263.9705051786136,1266.476416971893,1271.186032123271,1278.3985088979914,1284.266731590044
53,1985-04-16,1268.109985,1276.609985,1256.959961,1269.550049,1269.550049,9870000,1265.5406195301814,1263.834195740622,1264.50189030446,1266.6747158124163,1271.1218759223584,1278.2232918703085,1284.1202969374067
54,1985-04-17,1269.660034,1277.5,1263.469971,1272.310059,1272.310059,9120000,1267.7970993534543,1265.3752617877815,1265.245525418321,1267.0382863406476,1271.168471337168,1278.1061981501043,1284.0027821320596
55,1985-04-18,1278.819946,1281.910034,1260.819946,1265.130005,1265.130005,11170000,1266.908067902303,1265.3306696445484,1265.234523473719,1266.9151714154445,1270.9316687357104,1277.8492438303,1283.8149933048749
56,1985-04-19,1265.130005,1272.530029,1258.5,1266.560059,1266.560059,8740000,1266.7920649348687,1265.554194981903,1265.3607649524124,1266.8922609370288,1270.7602330598002,1277.6256956158388,1283.643302416269
57,1985-04-22,1269.77002,1273.630005,1257.619995,1266.560059,1266.560059,7080000,1266.7147296232458,1265.7370793488299,1265.474983433135,1266.8708285539947,1270.5955203515728,1277.4065740986937,1283.4733198947142
58,1985-04-23,1265.349976,1282.910034,1261.150024,1278.709961,1278.709961,10790000,1270.713140082164,1268.095785103588,1266.7354574871224,1267.634643550511,1270.9137337103348,1277.4323837403035,1283.4259232887969
59,1985-04-24,1279.48999,1286.439941,1269.880005,1278.48999,1278.48999,8510000,1273.3054233881094,1269.9856405392993,1267.8549367740632,1268.3349884827364,1271.2108418001255,1277.4533264385152,1283.3768095247294
60,1985-04-25,1276.829956,1289.199951,1272.530029,1284.780029,1284.780029,9620000,1277.1302919254063,1272.6755293503356,1269.4668503193905,1269.395958838689,1271.7429667883562,1277.5984096575544,1283.390771907568
61,1985-04-26,1286.219971,1290.300049,1270.540039,1275.180054,1275.180054,8930000,1276.4802126169375,1273.1308974684564,1270.010964955639,1269.7691262684511,1271.877754522146,1277.5505214267116,1283.3090732219207
62,1985-04-29,1272.859985,1277.939941,1257.400024,1259.719971,1259.719971,9200000,1270.8934654112918,1270.692547201464,1269.0308702931973,1269.1207936704866,1271.4009786977483,1277.1974412202421,1283.0743557868766
63,1985-04-30,1256.73999,1266.22998,1245.800049,1258.060059,1258.060059,12390000,1266.6156632741945,1268.3957311648342,1267.9860311224165,1268.407197885294,1270.877805376268,1276.818483156475,1282.8254573113852
64,1985-05-01,1257.180054,1262.810059,1239.069946,1242.050049,1242.050049,10050000,1258.4271251827963,1263.6056071348644,1265.5159375869484,1266.7067366668878,1269.7473051262184,1276.1299993117923,1282.4197318555505
65,1985-05-02,1244.369995,1251.209961,1235.530029,1242.27002,1242.27002,9780000,1253.0414234551977,1259.7264094739799,1263.3020406739058,1265.130174301282,1268.6697645330335,1275.4595046719546,1282.0202322350974
66,1985-05-03,1243.709961,1253.859985,1238.300049,1247.23999,1247.23999,8680000,1251.1076123034652,1257.4561513878016,1261.7723215621054,1263.97596886249,1267.8293812180127,1274.9007024012228,1281.6741601730566
67,1985-05-06,1246.910034,1256.400024,1241.390015,1247.790039,1247.790039,7100000,1250.0017545356436,1255.6986764082012,1260.4406756038097,1262.9317153229745,1267.0435246604436,1274.3638575813966,1281.337004738499
68,1985-05-07,1248.22998,1261.369995,1243.150024,1252.75,1252.75,9140000,1250.917836357096,1255.1625534248917,1259.7082303082088,1262.2748304634276,1266.4829942816027,1273.935860401567,1281.0525569301558
69,1985-05-08,1248.670044,1258.939941,1239.51001,1249.780029,1249.780029,9710000,1250.538567238064,1254.1839126203658,1258.7626873264746,1261.4687142399807,1265.8279760352655,1273.4575271064864,1280.741387498015
70,1985-05-09,1251.880005,1265.569946,1246.579956,1260.27002,1260.27002,16290000,1253.782384825376,1255.2904775984812,1258.9062428191914,1261.391379127724,1265.6100169750591,1273.1963883519027,1280.5376922990297
71,1985-05-10,1268.98999,1282.459961,1261.589966,1274.180054,1274.180054,16460000,1260.5816078835842,1258.7249460351209,1260.360891503078,1262.2164549259353,1265.94609685839,1273.2158668795878,1280.4744322164524
72,1985-05-13,1277.609985,1283.569946,1268.77002,1277.5,1277.5,7530000,1266.2210719223895,1262.1385922105533,1261.993187550404,1263.2024900920042,1266.3991910992374,1273.3007011988038,1280.4448358759903
73,1985-05-14,1281.469971,1288.650024,1267.670044,1273.300049,1273.300049,11580000,1268.5807309482598,1264.1679479904526,1263.0700314979845,1263.853945505423,1266.6698129776987,1273.300688283976,1280.3737434692641
74,1985-05-15,1271.199951,1283.569946,1265.459961,1273.52002,1273.52002,13980000,1270.2271606321733,1265.8683247194613,1264.0652684981762,1264.4775632147507,1266.9384485472008,1273.3050314862733,1280.3055472158387
75,1985-05-16,1276.719971,1285.109985,1270.099976,1278.050049,1278.050049,10590000,1272.8347900881156,1268.0831836795592,1265.3971523554928,1265.3532074589605,1267.3741975845655,1273.3989922291194,1280.283104447522
76,1985-05-17,1276.829956,1295.829956,1271.420044,1285.339966,1285.339966,14230000,1277.0031820587437,1271.2207804650939,1267.296467940684,1266.642675751931,1268.0787375224259,1273.6354471552754,1280.333421477895
77,1985-05-20,1298.949951,1310.369995,1292.22998,1304.880005,1304.880005,15320000,1286.295456372496,1277.3406394714402,1270.8758524225236,1269.1096002195484,1269.5219244823309,1274.2541512710127,1280.5776660900553
78,1985-05-21,1305.0,1316.079956,1297.48999,1309.699951,1309.699951,13230000,1294.096954581664,1283.224150658451,1274.5733856203785,1271.7283325279648,1271.0975333653766,1274.956048295349,1280.867440069259
79,1985-05-22,1305.219971,1308.920044,1294.349976,1303.76001,1303.76001,8670000,1297.3179730544427,1286.9579432660053,1277.3530641327234,1273.7948923648703,1272.3784148020286,1275.526423774649,1281.095226834739
80,1985-05-23,1301.75,1307.800049,1290.98999,1296.709961,1296.709961,8210000,1297.1153023696286,1288.7310373994587,1279.196578120083,1275.2732838897175,1273.332593084302,1275.9458997593094,1281.2505973239456
81,1985-05-24,1295.469971,1305.670044,1291.109985,1301.969971,1301.969971,6680000,1298.733525246419,1291.1381162359207,1281.365472680075,1276.9956508000585,1274.4556275123687,1276.4612279026894,1281.4567602460954
82,1985-05-28,1305.329956,1312.839966,1293.22998,1301.52002,1301.52002,9210000,1299.662356830946,1293.0257351021169,1283.2849533772107,1278.5778681677969,1275.5169762373737,1276.9574416075866,1281.6563946715075
83,1985-05-29,1300.959961,1308.359985,1292.790039,1302.97998,1302.97998,8880000,1300.7682312206307,1294.8355978108227,1285.1606701984288,1280.152197963423,1276.5939567770845,1277.4727393975352,1281.8685696499006
84,1985-05-30,1306.449951,1314.180054,1293.910034,1305.780029,1305.780029,14740000,1302.4388304804206,1296.8254943906732,1287.1244186557212,1281.805606417396,1277.7385086289637,1278.033279785703,1282.1064946185584
85,1985-05-31,1302.76001,1320.790039,1298.719971,1315.410034,1315.410034,12190000,1306.7625649869472,1300.204501592369,1289.8182867837477,1283.9736340033703,1279.2158233493965,1278.7734135325206,1282.4378731198663
86,1985-06-03,1321.23999,1325.040039,1304.209961,1310.930054,1310.930054,10830000,1308.1517279912982,1302.15460203012,1291.8289312805337,1285.7127578741208,1280.459518669028,1279.4101786902925,1282.7213774072309
87,1985-06-04,1310.599976,1321.23999,1304.439941,1315.300049,1315.300049,9450000,1310.5345016608655,1304.544683297371,1294.0642758252447,1287.621615366113,1281.8258139761251,1280.1208691914749,1283.0455432937263
88,1985-06-05,1320.560059,1331.77002,1312.609985,1320.560059,1320.560059,14320000,1313.8763541072437,1307.456569788758,1296.58768374665,1289.7466762457186,1283.3448039770612,1280.9216452272874,1283.4188220569729
89,1985-06-06,1317.199951,1330.530029,1311.939941,1327.280029,1327.280029,9770000,1318.3442457381625,1311.060835099893,1299.510764246969,1292.1681828750272,1285.0677539779608,1281.8396330247667,1283.855251976804
90,1985-06-07,1329.640015,1331.98999,1312.949951,1316.420044,1316.420044,8590000,1317.702845158775,1312.035236718094,1301.1211718424959,1293.7328190766384,1286.2972555474528,1282.5243936381376,1284.1792797581295
91,1985-06-10,1314.290039,1322.579956,1307.23999,1318.439941,1318.439941,6120000,1317.9485437725168,1313.1997284057134,1302.7705784289249,1295.326826942662,1287.55775301618,1283.2355925957984,1284.5201818600385
92,1985-06-11,1319.0,1323.810059,1308.02002,1313.839966,1313.839966,8020000,1316.5790178483446,1313.3161352410382,1303.8248058166464,1296.5212230108773,1288.5884280351534,1283.8416197919212,1284.8119210057098
93,1985-06-12,1312.050049,1318.209961,1300.73999,1306.339966,1306.339966,9550000,1313.166000565563,1312.0477408335767,1304.0643448817277,1297.154690300498,1289.2845667788729,1284.2871315980217,1285.026130408638
94,1985-06-13,1302.199951,1308.130005,1285.390015,1290.099976,1290.099976,13310000,1305.4773257103755,1308.0572381365628,1302.73440498823,1296.6995474424014,1289.316543611074,1284.4022374277638,1285.0766164344227
95,1985-06-14,1297.380005,1305.439941,1288.880005,1300.959961,1300.959961,9220000,1303.9715374735838,1306.766824111733,1302.565410322684,1296.9744128332143,1289.7731482145612,1284.7301131420656,1285.2346596639309
96,1985-06-17,1298.949951,1303.98999,1288.75,1298.390015,1298.390015,7280000,1302.1110299823893,1305.2437679095997,1302.1677536252857,1297.065742005265,1290.1110645590882,1285.0006062481634,1285.3655587220014
97,1985-06-18,1299.400024,1312.390015,1293.680054,1304.77002,1304.77002,10900000,1302.9973599882596,1305.157631926036,1302.4155885181158,1297.5627921984737,1290.685925556771,1285.3920797878038,1285.558637938698
98,1985-06-19,1304.77002,1312.719971,1293.569946,1297.380005,1297.380005,11310000,1301.1249083255066,1303.743517939484,1301.936009135438,1297.5509994759918,1290.9484384761136,1285.629464445471,1285.6762634815966
99,1985-06-20,1296.709961,1305.439941,1287.75,1299.72998,1299.72998,7780000,1300.6599322170046,1303.0137837686686,1301.7259111225392,1297.6915788646377,1291.292812653521,1285.9086825752636,1285.8161014569043
100,1985-06-21,1297.27002,1326.050049,1293.790039,1324.47998,1324.47998,15770000,1308.5999481446697,1306.9167285380015,1303.892965301345,1299.4198628088548,1292.5942701965203,1286.6724706430803,1286.2008166662886
101,1985-06-24,1315.079956,1326.719971,1307.800049,1320.560059,1320.560059,10100000,1312.5866517631132,1309.3973340765467,1305.4803075583598,1300.78374643409,1293.6909677966567,1287.3435119966828,1286.5426996745844
102,1985-06-25,1322.689941,1338.819946,1314.069946,1323.030029,1323.030029,14050000,1316.0677775087422,1311.876005880811,1307.1517096004206,1302.2189904706006,1294.8415192163957,1288.0501756997187,1286.9057576778225
103,1985-06-26,1320.680054,1329.189941,1314.73999,1323.810059,1323.810059,10060000,1318.6485380058282,1314.0458337206633,1308.738219067047,1303.6119626337877,1295.9775403843803,1288.7582922007143,1287.2729646561527
104,1985-06-27,1325.939941,1338.709961,1321.800049,1332.209961,1332.209961,9760000,1323.1690123372189,1317.3484023169062,1310.9736230606618,1305.4569947864466,1297.3984196242086,1289.6187212858488,1287.7200989481312
105,1985-06-28,1334.119995,1341.170044,1326.160034,1335.459961,1335.459961,9150000,1327.2659952248127,1320.6414129865595,1313.3056552453606,1307.3926700260306,1298.891029089926,1290.526468606921,1288.195122451135
106,1985-07-01,1334.01001,1342.180054,1322.579956,1337.140015,1337.140015,7880000,1330.5573351498751,1323.641158807185,1315.575594269612,1309.3118535727383,1300.3909893216937,1291.4495091295562,1288.6821363073425
107,1985-07-02,1335.459961,1343.75,1329.189941,1334.01001,1334.01001,9170000,1331.7082267665835,1325.5264044786059,1317.3312529106015,1310.9052830196586,1301.7093822894703,1292.2922913250104,1289.133159926175
108,1985-07-03,1331.77002,1337.589966,1320.22998,1326.390015,1326.390015,9030000,1329.9354895110557,1325.6834245734046,1318.1939921572107,1311.9042979861322,1302.6772502389028,1292.9674937740199,1289.503874902034
109,1985-07-05,1328.290039,1340.609985,1324.930054,1334.449951,1334.449951,6000000,1331.4403100073705,1327.277338469149,1319.7421787136668,1313.3588562450914,1303.9232385040439,1293.788928570574,1289.951099539825
110,1985-07-08,1330.420044,1336.469971,1318.880005,1328.410034,1328.410034,7050000,1330.4302180049137,1327.4832831111219,1320.5676887409365,1314.3298999712147,1304.8835049940812,1294.474495014721,1290.333775504603
111,1985-07-09,1324.599976,1333.670044,1313.400024,1321.910034,1321.910034,9400000,1327.5901566699426,1326.4699650909176,1320.6955311465617,1314.8189408762976,1305.5512120139213,1295.0177730144296,1290.647967131423
112,1985-07-10,1320.900024,1336.810059,1315.300049,1332.890015,1332.890015,10060000,1329.3567761132952,1327.637246892569,1321.8569105611748,1315.9848166262138,1306.623321934944,1295.7677184002825,1291.0682860156876
113,1985-07-11,1333.219971,1343.640015,1326.160034,1337.699951,1337.699951,10170000,1332.1378344088635,1329.4668294575565,1323.3657715553488,1317.3857930374259,1307.8420132708286,1296.5980596398808,1291.5322826821982
114,1985-07-12,1336.130005,1345.98999,1326.390015,1338.599976,1338.599976,11060000,1334.291881605909,1331.1274015561826,1324.816648169125,1318.7544500027534,1309.048207887659,1297.4297807559228,1292.0006179390919
115,1985-07-15,1333.890015,1347.670044,1326.949951,1335.459961,1335.459961,10970000,1334.6812414039396,1331.9151396368766,1325.8302970101606,1319.8322249058017,1310.0839629116722,1298.1828536320431,1292.43304921333
116,1985-07-16,1336.579956,1351.930054,1331.540039,1347.890015,1347.890015,12980000,1339.0841659359598,1334.8196624301718,1327.9312225330023,1321.642404911879,1311.566553189646,1299.1671538571513,1292.9848598181723
117,1985-07-17,1354.609985,1365.930054,1346.209961,1357.969971,1357.969971,15510000,1345.37943429064,1339.0288094428677,1330.7920557203354,1323.9861188530483,1313.3862950645619,1300.3315660778019,1293.631477839882
118,1985-07-18,1352.26001,1363.26001,1345.319946,1350.920044,1350.920044,12590000,1347.22630419376,1341.190852089619,1332.7090069850653,1325.7237914431744,1314.8582067875202,1301.3333181158653,1294.2015133240625
119,1985-07-19,1351.030029,1363.349976,1346.439941,1359.540039,1359.540039,10810000,1351.3308824625067,1344.5270678915065,1335.26434336744,1327.9054848339374,1316.610435501735,1302.4859264502047,1294.8516479079028
120,1985-07-22,1356.180054,1362.119995,1346.890015,1357.640015,1357.640015,8790000,1353.4339266416712,1346.9112400930508,1337.3953597133982,1329.8238416188447,1318.2194386193141,1303.5780866195078,1295.4764077794662
121,1985-07-23,1357.079956,1372.199951,1344.76001,1351.810059,1351.810059,18070000,1352.8926374277808,1347.8019344397685,1338.768188216884,1331.2423072563386,1319.5367178499291,1304.5331751814977,1296.0369416224567
122,1985-07-24,1349.800049,1359.209961,1335.689941,1348.900024,1348.900024,12860000,1351.5617662851873,1348.0015870870834,1339.7331249581332,1332.3815147881878,1320.6882200518926,1305.4117266432502,1296.5629424421338
123,1985-07-25,1349.130005,1359.880005,1338.599976,1353.609985,1353.609985,11870000,1352.2445058567916,1349.0212957985227,1341.0547306764063,1333.7510935115306,1321.9792696577008,1306.3661476008097,1297.1305747063914
124,1985-07-26,1352.26001,1365.589966,1345.209961,1357.079956,1357.079956,10820000,1353.8563225711946,1350.4865067442458,1342.5809426119868,1335.2561814140126,1323.3557671613205,1307.3703814304965,1297.7270859630441
125,1985-07-29,1354.280029,1358.089966,1338.930054,1343.859985,1343.859985,8560000,1350.5242100474632,1349.2816846089283,1342.7027561727498,1335.8112655163345,1324.1598541353865,1308.0929478378134,1298.1861197843073
126,1985-07-30,1340.390015,1352.599976,1334.900024,1346.099976,1346.099976,10790000,1349.0494653649755,1348.7031921345776,1343.0263009182022,1336.4750532894743,1325.0202510712536,1308.8455622568667,1298.6628745725232
127,1985-07-31,1347.890015,1357.410034,1340.050049,1347.449951,1347.449951,10690000,1348.5162939099837,1348.4753301101089,1343.4476009259924,1337.1831112062825,1325.8998471468908,1309.610005598315,1299.1483181190654
128,1985-08-01,1350.02002,1361.900024,1342.969971,1355.619995,1355.619995,9840000,1350.8841942733225,1349.774360090089,1344.6068765520886,1338.3725875800708,1327.0653431411306,1310.5210944973583,1299.7102253517114
129,1985-08-02,1354.280029,1360.099976,1345.430054,1353.050049,1353.050049,6220000,1351.6061458488816,1350.369939891891,1345.4109882137943,1339.319520574905,1328.0843512140273,1311.3632520122621,1300.240969865625
130,1985-08-05,1348.569946,1352.709961,1336.920044,1346.890015,1346.890015,6640000,1350.0341022325879,1349.7372262751835,1345.5518479077186,1339.8079395700727,1328.821828225242,1312.066752269445,1300.7051394689522
131,1985-08-06,1345.880005,1350.02002,1322.920044,1325.160034,1325.160034,9710000,1341.7427461550587,1345.2686458615137,1343.6097703926978,1338.8629134042617,1328.678228451703,1312.3260251750005,1300.9484717528433
132,1985-08-07,1320.790039,1331.209961,1316.310059,1325.040039,1325.040039,7260000,1336.1751771033726,1341.5907173412386,1341.8412245457741,1337.9711150555995,1328.535554355558,1312.5777878250003,1301.1881888398796
