,Date,Open,High,Low,Close,Adj Close,Volume,denoised
44,1985-04-02,1273.959961,1280.150024,1261.47998,1265.680054,1265.680054,8460000,745.648321064983
45,1985-04-03,1264.689941,1268.109985,1251.550049,1258.060059,1258.060059,9310000,731.9771503518909
46,1985-04-04,1256.290039,1264.23999,1248.339966,1259.050049,1259.050049,6920000,718.3823762618316
47,1985-04-08,1259.5,1267.01001,1246.02002,1252.97998,1252.97998,7940000,704.8655727591441
48,1985-04-09,1252.209961,1262.040039,1246.579956,1253.859985,1253.859985,8010000,691.4282964283872
49,1985-04-10,1256.849976,1269.099976,1252.099976,1259.939941,1259.939941,9130000,678.0720861416486
50,1985-04-11,1265.23999,1274.849976,1257.180054,1263.689941,1263.689941,10800000,664.7984627305697
51,1985-04-12,1263.689941,1270.430054,1257.290039,1265.680054,1265.680054,7320000,651.6089286631523
52,1985-04-15,1262.589966,1272.420044,1257.839966,1266.780029,1266.780029,6870000,638.5049677254547
53,1985-04-16,1268.109985,1276.609985,1256.959961,1269.550049,1269.550049,9870000,625.4880447082255
54,1985-04-17,1269.660034,1277.5,1263.469971,1272.310059,1272.310059,9120000,612.5596050986012
55,1985-04-18,1278.819946,1281.910034,1260.819946,1265.130005,1265.130005,11170000,599.7210747768926
56,1985-04-19,1265.130005,1272.530029,1258.5,1266.560059,1266.560059,8740000,586.9738597185794
57,1985-04-22,1269.77002,1273.630005,1257.619995,1266.560059,1266.560059,7080000,574.3193457015672
58,1985-04-23,1265.349976,1282.910034,1261.150024,1278.709961,1278.709961,10790000,561.7588980187911
59,1985-04-24,1279.48999,1286.439941,1269.880005,1278.48999,1278.48999,8510000,549.2938611962305
60,1985-04-25,1276.829956,1289.199951,1272.530029,1284.780029,1284.780029,9620000,536.9255587164075
61,1985-04-26,1286.219971,1290.300049,1270.540039,1275.180054,1275.180054,8930000,524.6552927474481
62,1985-04-29,1272.859985,1277.939941,1257.400024,1259.719971,1259.719971,9200000,512.4843438777592
63,1985-04-30,1256.73999,1266.22998,1245.800049,1258.060059,1258.060059,12390000,500.4139708563957
64,1985-05-01,1257.180054,1262.810059,1239.069946,1242.050049,1242.050049,10050000,488.4454103391879
65,1985-05-02,1244.369995,1251.209961,1235.530029,1242.27002,1242.27002,9780000,476.57987664067383
66,1985-05-03,1243.709961,1253.859985,1238.300049,1247.23999,1247.23999,8680000,464.8185614919238
67,1985-05-06,1246.910034,1256.400024,1241.390015,1247.790039,1247.790039,7100000,453.1626338042881
68,1985-05-07,1248.22998,1261.369995,1243.150024,1252.75,1252.75,9140000,441.6132394391491
69,1985-05-08,1248.670044,1258.939941,1239.51001,1249.780029,1249.780029,9710000,430.17150098371985
70,1985-05-09,1251.880005,1265.569946,1246.579956,1260.27002,1260.27002,16290000,418.83851753295687
71,1985-05-10,1268.98999,1282.459961,1261.589966,1274.180054,1274.180054,16460000,407.615364477618
72,1985-05-13,1277.609985,1283.569946,1268.77002,1277.5,1277.5,7530000,396.50309329853906
73,1985-05-14,1281.469971,1288.650024,1267.670044,1273.300049,1273.300049,11580000,385.5027313671704
74,1985-05-15,1271.199951,1283.569946,1265.459961,1273.52002,1273.52002,13980000,374.61528175240994
75,1985-05-16,1276.719971,1285.109985,1270.099976,1278.050049,1278.050049,10590000,363.84172303379694
76,1985-05-17,1276.829956,1295.829956,1271.420044,1285.339966,1285.339966,14230000,353.1830091210939
77,1985-05-20,1298.949951,1310.369995,1292.22998,1304.880005,1304.880005,15320000,342.6400690803137
78,1985-05-21,1305.0,1316.079956,1297.48999,1309.699951,1309.699951,13230000,332.21380696621424
79,1985-05-22,1305.219971,1308.920044,1294.349976,1303.76001,1303.76001,8670000,321.9051016613112
80,1985-05-23,1301.75,1307.800049,1290.98999,1296.709961,1296.709961,8210000,311.714806721452
81,1985-05-24,1295.469971,1305.670044,1291.109985,1301.969971,1301.969971,6680000,301.6437502279595
82,1985-05-28,1305.329956,1312.839966,1293.22998,1301.52002,1301.52002,9210000,291.6927346464081
83,1985-05-29,1300.959961,1308.359985,1292.790039,1302.97998,1302.97998,8880000,281.86253669204245
84,1985-05-30,1306.449951,1314.180054,1293.910034,1305.780029,1305.780029,14740000,272.1539072018787
85,1985-05-31,1302.76001,1320.790039,1298.719971,1315.410034,1315.410034,12190000,262.5675710135058
86,1985-06-03,1321.23999,1325.040039,1304.209961,1310.930054,1310.930054,10830000,253.10422685062477
87,1985-06-04,1310.599976,1321.23999,1304.439941,1315.300049,1315.300049,9450000,243.7645472153327
88,1985-06-05,1320.560059,1331.77002,1312.609985,1320.560059,1320.560059,14320000,234.5491782871928
89,1985-06-06,1317.199951,1330.530029,1311.939941,1327.280029,1327.280029,9770000,225.45873982908643
90,1985-06-07,1329.640015,1331.98999,1312.949951,1316.420044,1316.420044,8590000,216.49382509988993
91,1985-06-10,1314.290039,1322.579956,1307.23999,1318.439941,1318.439941,6120000,207.65500077396408
92,1985-06-11,1319.0,1323.810059,1308.02002,1313.839966,1313.839966,8020000,198.9428068675006
93,1985-06-12,1312.050049,1318.209961,1300.73999,1306.339966,1306.339966,9550000,190.35775667170748
94,1985-06-13,1302.199951,1308.130005,1285.390015,1290.099976,1290.099976,13310000,181.90033669286672
95,1985-06-14,1297.380005,1305.439941,1288.880005,1300.959961,1300.959961,9220000,173.57100659925163
96,1985-06-17,1298.949951,1303.98999,1288.75,1298.390015,1298.390015,7280000,165.37019917493166
97,1985-06-18,1299.400024,1312.390015,1293.680054,1304.77002,1304.77002,10900000,157.29832028044902
98,1985-06-19,1304.77002,1312.719971,1293.569946,1297.380005,1297.380005,11310000,149.35574882038156
99,1985-06-20,1296.709961,1305.439941,1287.75,1299.72998,1299.72998,7780000,141.54283671778356
100,1985-06-21,1297.27002,1326.050049,1293.790039,1324.47998,1324.47998,15770000,133.85990889550988
101,1985-06-24,1315.079956,1326.719971,1307.800049,1320.560059,1320.560059,10100000,126.30726326441554
102,1985-06-25,1322.689941,1338.819946,1314.069946,1323.030029,1323.030029,14050000,118.8851707184254
103,1985-06-26,1320.680054,1329.189941,1314.73999,1323.810059,1323.810059,10060000,111.5938751364677
104,1985-06-27,1325.939941,1338.709961,1321.800049,1332.209961,1332.209961,9760000,104.4335933912616
105,1985-06-28,1334.119995,1341.170044,1326.160034,1335.459961,1335.459961,9150000,97.4045153649401
106,1985-07-01,1334.01001,1342.180054,1322.579956,1337.140015,1337.140015,7880000,90.50680397151311
107,1985-07-02,1335.459961,1343.75,1329.189941,1334.01001,1334.01001,9170000,83.7405951861356
108,1985-07-03,1331.77002,1337.589966,1320.22998,1326.390015,1326.390015,9030000,77.10599808117446
109,1985-07-05,1328.290039,1340.609985,1324.930054,1334.449951,1334.449951,6000000,70.60309486904902
110,1985-07-08,1330.420044,1336.469971,1318.880005,1328.410034,1328.410034,7050000,64.23194095183396
111,1985-07-09,1324.599976,1333.670044,1313.400024,1321.910034,1321.910034,9400000,57.99256497758992
112,1985-07-10,1320.900024,1336.810059,1315.300049,1332.890015,1332.890015,10060000,51.884968903405934
113,1985-07-11,1333.219971,1343.640015,1326.160034,1337.699951,1337.699951,10170000,45.90912806512407
114,1985-07-12,1336.130005,1345.98999,1326.390015,1338.599976,1338.599976,11060000,40.06499125371281
115,1985-07-15,1333.890015,1347.670044,1326.949951,1335.459961,1335.459961,10970000,34.35248079827309
116,1985-07-16,1336.579956,1351.930054,1331.540039,1347.890015,1347.890015,12980000,28.771492655622
117,1985-07-17,1354.609985,1365.930054,1346.209961,1357.969971,1357.969971,15510000,23.321896506454504
118,1985-07-18,1352.26001,1363.26001,1345.319946,1350.920044,1350.920044,12590000,18.0035358580013
119,1985-07-19,1351.030029,1363.349976,1346.439941,1359.540039,1359.540039,10810000,12.816228153196386
120,1985-07-22,1356.180054,1362.119995,1346.890015,1357.640015,1357.640015,8790000,7.75976488627285
121,1985-07-23,1357.079956,1372.199951,1344.76001,1351.810059,1351.810059,18070000,2.8339117247601933
122,1985-07-24,1349.800049,1359.209961,1335.689941,1348.900024,1348.900024,12860000,-1.9615913621317684
123,1985-07-25,1349.130005,1359.880005,1338.599976,1353.609985,1353.609985,11870000,-6.627029968846545
124,1985-07-26,1352.26001,1365.589966,1345.209961,1357.079956,1357.079956,10820000,-11.162715112518148
125,1985-07-29,1354.280029,1358.089966,1338.930054,1343.859985,1343.859985,8560000,-15.568983085795768
126,1985-07-30,1340.390015,1352.599976,1334.900024,1346.099976,1346.099976,10790000,-19.846195303497183
127,1985-07-31,1347.890015,1357.410034,1340.050049,1347.449951,1347.449951,10690000,-23.994738143133635
128,1985-08-01,1350.02002,1361.900024,1342.969971,1355.619995,1355.619995,9840000,-28.01502277937528
129,1985-08-02,1354.280029,1360.099976,1345.430054,1353.050049,1353.050049,6220000,-31.907485012492028
130,1985-08-05,1348.569946,1352.709961,1336.920044,1346.890015,1346.890015,6640000,-35.672585090844244
131,1985-08-06,1345.880005,1350.02002,1322.920044,1325.160034,1325.160034,9710000,-39.31080752747022
132,1985-08-07,1320.790039,1331.209961,1316.310059,1325.040039,1325.040039,7260000,-42.82266091083765
133,1985-08-08,1324.709961,1334.790039,1318.319946,1329.859985,1329.859985,8480000,-46.208677709803304
134,1985-08-09,1328.849976,1331.880005,1317.650024,1320.790039,1320.790039,7430000,-49.46941407287102
135,1985-08-12,1318.77002,1324.369995,1309.140015,1314.290039,1314.290039,7200000,-52.605449621790555
136,1985-08-13,1314.630005,1325.48999,1303.650024,1315.300049,1315.300049,7200000,-55.617387239562966
137,1985-08-14,1318.550049,1326.050049,1311.380005,1316.97998,1316.97998,7120000,-58.50585285293738
138,1985-08-15,1318.439941,1324.709961,1308.130005,1317.76001,1317.76001,7550000,-61.2714952094471
139,1985-08-16,1312.609985,1321.569946,1305.890015,1312.719971,1312.719971,10380000,-63.91498564906704
140,1985-08-19,1312.050049,1319.219971,1307.569946,1312.5,1312.5,6070000,-66.43701787056418
141,1985-08-20,1315.969971,1328.069946,1311.829956,1323.699951,1323.699951,9120000,-68.83830769260534
142,1985-08-21,1323.920044,1333.670044,1319.109985,1329.530029,1329.530029,7180000,-71.1195928097057
143,1985-08-22,1330.420044,1334.680054,1313.51001,1318.099976,1318.099976,8260000,-73.28163254309082
144,1985-08-23,1316.420044,1322.920044,1310.47998,1318.319946,1318.319946,6090000,-75.32520758654073
145,1985-08-26,1316.640015,1324.26001,1309.810059,1317.650024,1317.650024,5160000,-77.25111974731318
146,1985-08-27,1321.23999,1328.630005,1315.189941,1322.469971,1322.469971,6750000,-79.06019168220315
147,1985-08-28,1322.920044,1334.790039,1316.97998,1331.089966,1331.089966,12840000,-80.75326662883928
148,1985-08-29,1331.209961,1340.050049,1325.160034,1335.130005,1335.130005,10400000,-82.33120813228265
149,1985-08-30,1335.459961,1342.410034,1325.27002,1334.01001,1334.01001,9110000,-83.7948997670277
150,1985-09-03,1333.670044,1337.140015,1322.800049,1329.189941,1329.189941,8070000,-85.1452448544707
151,1985-09-04,1329.079956,1334.119995,1318.209961,1326.719971,1326.719971,8610000,-86.38316617594683
152,1985-09-05,1326.390015,1333.0,1318.660034,1325.829956,1325.829956,8250000,-87.50960568142058
153,1985-09-06,1327.170044,1341.400024,1323.920044,1335.689941,1335.689941,8900000,-88.52552419390719
154,1985-09-09,1335.130005,1348.22998,1326.609985,1339.27002,1339.27002,8680000,-89.43190110972543
155,1985-09-10,1337.930054,1346.550049,1324.819946,1333.449951,1333.449951,10140000,-90.22973409466168
156,1985-09-11,1330.199951,1334.01001,1314.849976,1319.439941,1319.439941,8070000,-90.92003877615164
157,1985-09-12,1317.430054,1327.400024,1307.01001,1312.390015,1312.390015,9940000,-91.50384843155072
158,1985-09-13,1314.959961,1320.119995,1296.709961,1307.680054,1307.680054,10130000,-91.9822136726017
159,1985-09-16,1307.349976,1315.75,1301.079956,1309.140015,1309.140015,7020000,-92.35620212618855
160,1985-09-17,1308.579956,1314.52002,1291.219971,1298.160034,1298.160034,10270000,-92.62689811147408
161,1985-09-18,1295.25,1307.569946,1283.709961,1300.400024,1300.400024,11930000,-92.79540231350565
162,1985-09-19,1298.839966,1312.949951,1291.219971,1306.790039,1306.790039,10130000,-92.86283145340947
163,1985-09-20,1306.339966,1313.400024,1294.469971,1297.939941,1297.939941,11020000,-92.83031795523667
164,1985-09-23,1313.959961,1323.589966,1305.780029,1316.310059,1316.310059,17580000,-92.6990096095934
165,1985-09-24,1314.73999,1334.569946,1301.859985,1321.119995,1321.119995,11040000,-92.47006923413124
166,1985-09-25,1323.47998,1330.199951,1306.0,1312.050049,1312.050049,12280000,-92.14467433100846
167,1985-09-26,1310.599976,1325.27002,1301.969971,1320.790039,1320.790039,12880000,-91.72401674141858
168,1985-09-30,1330.089966,1336.810059,1318.550049,1328.630005,1328.630005,12020000,-91.20930229727995
169,1985-10-01,1329.640015,1343.969971,1323.47998,1340.949951,1340.949951,15600000,-90.60175047021129
170,1985-10-02,1343.410034,1351.589966,1327.959961,1333.670044,1333.670044,12580000,-89.90259401786574
171,1985-10-03,1332.209961,1345.430054,1323.810059,1333.109985,1333.109985,10700000,-89.113078627746
172,1985-10-04,1330.089966,1335.01001,1321.119995,1328.73999,1328.73999,8830000,-88.23446255860243
173,1985-10-07,1326.050049,1335.910034,1315.189941,1324.369995,1324.369995,9300000,-87.26801627950627
174,1985-10-08,1325.040039,1333.890015,1316.199951,1325.48999,1325.48999,7620000,-86.21502210671426
175,1985-10-09,1324.47998,1336.810059,1320.22998,1326.719971,1326.719971,7500000,-85.07677383842791
176,1985-10-10,1325.599976,1333.329956,1318.439941,1328.069946,1328.069946,6010000,-83.85457638754788
177,1985-10-11,1328.290039,1343.410034,1323.699951,1339.939941,1339.939941,9210000,-82.54974541252662
178,1985-10-14,1340.390015,1356.180054,1336.579956,1354.72998,1354.72998,8640000,-81.16360694644503
179,1985-10-15,1356.73999,1364.140015,1343.530029,1350.810059,1350.810059,13530000,-79.69749702438496
180,1985-10-16,1351.930054,1371.300049,1346.209961,1368.5,1368.5,13400000,-78.1527613092446
181,1985-10-17,1366.939941,1378.359985,1356.849976,1369.290039,1369.290039,13980000,-76.53075471606881
182,1985-10-18,1368.839966,1383.400024,1358.869995,1368.839966,1368.839966,12670000,-74.83284103501732
183,1985-10-21,1367.050049,1375.670044,1357.75,1364.140015,1364.140015,7800000,-73.06039255309665
184,1985-10-22,1364.25,1374.660034,1356.180054,1364.359985,1364.359985,9230000,-71.21478967470536
185,1985-10-23,1364.469971,1373.430054,1357.079956,1367.160034,1367.160034,10770000,-69.29742054118273
186,1985-10-24,1367.380005,1374.550049,1355.290039,1362.339966,1362.339966,12230000,-67.30968064939188
187,1985-10-25,1360.099976,1366.709961,1351.589966,1356.52002,1356.52002,11960000,-65.25297246949802
188,1985-10-28,1353.050049,1364.02002,1346.550049,1359.98999,1359.98999,10710000,-63.128705062015506
189,1985-10-29,1361.780029,1377.689941,1356.180054,1368.72998,1368.72998,12310000,-60.93829369425916
190,1985-10-30,1373.050049,1384.630005,1361.01001,1375.569946,1375.569946,15150000,-58.683159456287946
191,1985-10-31,1375.459961,1383.599976,1362.609985,1374.310059,1374.310059,13330000,-56.36472887645802
192,1985-11-01,1372.130005,1393.579956,1367.780029,1390.25,1390.25,13930000,-53.9844335366884
193,1985-11-04,1388.069946,1398.51001,1377.060059,1389.680054,1389.680054,11580000,-51.543709687552955
194,1985-11-05,1386.810059,1402.52002,1380.280029,1396.670044,1396.670044,13870000,-49.043997863303346
195,1985-11-06,1398.390015,1411.01001,1386.469971,1403.439941,1403.439941,14980000,-46.48674249692861
196,1985-11-07,1400.109985,1410.109985,1389.910034,1399.540039,1399.540039,14160000,-43.873391535354635
197,1985-11-08,1397.939941,1410.439941,1391.060059,1404.359985,1404.359985,11500000,-41.20539605491015
198,1985-11-11,1405.72998,1432.569946,1402.410034,1431.880005,1431.880005,17030000,-38.48420987713336
199,1985-11-12,1431.079956,1446.099976,1421.099976,1433.599976,1433.599976,19860000,-35.71128918506274
200,1985-11-13,1432.680054,1439.790039,1419.380005,1427.75,1427.75,10740000,-32.888092140082755
201,1985-11-14,1425.689941,1443.810059,1420.640015,1439.219971,1439.219971,12710000,-30.016078499457876
202,1985-11-15,1435.780029,1450.569946,1425.689941,1435.089966,1435.089966,16310000,-27.096709234646806
203,1985-11-18,1433.26001,1447.25,1422.25,1440.02002,1440.02002,12790000,-24.131446150498014
204,1985-11-19,1444.719971,1452.180054,1430.050049,1438.98999,1438.98999,14000000,-21.121751505448092
205,1985-11-20,1440.369995,1451.48999,1429.23999,1439.219971,1439.219971,17360000,-18.06908763280932
206,1985-11-21,1445.300049,1466.060059,1439.790039,1462.27002,1462.27002,20310000,-14.974916563253263
207,1985-11-22,1460.780029,1475.569946,1451.609985,1464.329956,1464.329956,15890000,-11.840699648609798
208,1985-11-25,1462.839966,1467.089966,1449.430054,1456.650024,1456.650024,11070000,-8.667897187053683
209,1985-11-26,1456.540039,1470.069946,1447.25,1456.77002,1456.77002,20920000,-5.457968049816816
210,1985-11-27,1460.439941,1483.829956,1454.01001,1475.689941,1475.689941,23580000,-2.2123693094874315
211,1985-11-29,1480.280029,1486.930054,1463.98999,1472.130005,1472.130005,10990000,1.06744412996306
212,1985-12-02,1471.329956,1476.26001,1451.26001,1457.910034,1457.910034,10620000,4.380019901357115
213,1985-12-03,1455.050049,1466.400024,1450.339966,1459.060059,1459.060059,9620000,7.723908540578055
214,1985-12-04,1463.76001,1488.76001,1457.449951,1484.400024,1484.400024,17420000,11.097663850830076
215,1985-12-05,1490.369995,1504.01001,1477.97998,1482.910034,1482.910034,19850000,14.49984326479815
216,1985-12-06,1476.719971,1488.300049,1464.790039,1477.180054,1477.180054,15140000,17.92900820460113
217,1985-12-09,1483.939941,1504.130005,1478.099976,1497.02002,1497.02002,21060000,21.383724439462327
218,1985-12-10,1498.849976,1514.910034,1483.939941,1499.199951,1499.199951,25800000,24.86256244097456
219,1985-12-11,1498.170044,1520.300049,1492.089966,1511.699951,1511.699951,25490000,28.364097735891534
220,1985-12-12,1512.040039,1523.51001,1496.790039,1511.23999,1511.23999,23580000,31.88691125633023
221,1985-12-13,1515.47998,1546.439941,1502.75,1535.209961,1535.209961,22730000,35.42958968731706
222,1985-12-16,1538.300049,1570.869995,1528.900024,1553.099976,1553.099976,22700000,38.990725811557276
223,1985-12-17,1556.880005,1568.810059,1536.349976,1544.5,1544.5,20390000,42.568918851357274
224,1985-12-18,1543.119995,1560.439941,1528.439941,1542.430054,1542.430054,20280000,46.16277480761197
225,1985-12-19,1540.369995,1552.97998,1532.0,1543.920044,1543.920044,16160000,49.77090679575098
226,1985-12-20,1548.73999,1564.560059,1535.670044,1543.0,1543.0,23510000,53.39193537857369
227,1985-12-23,1539.219971,1547.819946,1516.630005,1528.780029,1528.780029,15970000,57.02448889587663
228,1985-12-24,1526.380005,1532.449951,1508.829956,1519.150024,1519.150024,9740000,60.66720379079711
229,1985-12-26,1520.76001,1532.569946,1514.680054,1526.48999,1526.48999,6770000,64.31872493277936
230,1985-12-27,1530.160034,1548.849976,1527.290039,1543.0,1543.0,9910000,67.97770593708576
231,1985-12-30,1546.099976,1557.339966,1534.97998,1550.459961,1550.459961,11450000,71.64280948077202
232,1985-12-31,1552.290039,1562.839966,1537.5,1546.670044,1546.670044,13630000,75.31270761504264
233,1986-01-02,1546.219971,1551.949951,1523.73999,1537.72998,1537.72998,10660000,78.98608207390949
234,1986-01-03,1540.02002,1557.109985,1534.97998,1549.199951,1549.199951,10460000,82.66162457907838
235,1986-01-06,1550.0,1557.0,1537.040039,1547.589966,1547.589966,11000000,86.33803714097654
236,1986-01-07,1552.060059,1573.73999,1544.5,1565.709961,1565.709961,15170000,90.01403235586365
237,1986-01-08,1570.98999,1578.099976,1516.630005,1526.609985,1526.609985,20630000,93.68833369892634
238,1986-01-09,1516.060059,1530.849976,1495.640015,1518.22998,1518.22998,21010000,97.35967581331431
239,1986-01-10,1520.76001,1530.959961,1500.569946,1513.530029,1513.530029,12520000,101.02680479501848
240,1986-01-13,1511.930054,1526.829956,1502.290039,1520.530029,1520.530029,13130000,104.68847847353992
241,1986-01-14,1526.380005,1530.619995,1508.030029,1519.040039,1519.040039,11790000,108.34346668827021
242,1986-01-15,1519.839966,1535.319946,1512.959961,1527.290039,1527.290039,11290000,111.99055156052172
243,1986-01-16,1531.079956,1547.709961,1517.089966,1541.630005,1541.630005,16920000,115.62852776113769
244,1986-01-17,1541.170044,1552.52002,1519.719971,1536.699951,1536.699951,17010000,119.25620277362535
245,1986-01-20,1530.849976,1536.01001,1516.859985,1529.130005,1529.130005,8140000,122.87239715273526
246,1986-01-21,1530.390015,1535.890015,1502.869995,1514.449951,1514.449951,13570000,126.47594477843894
247,1986-01-22,1513.420044,1525.569946,1494.839966,1502.290039,1502.290039,12970000,130.0656931052385
248,1986-01-23,1500.339966,1519.390015,1491.73999,1511.23999,1511.23999,14150000,133.64050340674999
249,1986-01-24,1517.430054,1537.390015,1507.680054,1529.930054,1529.930054,13790000,137.19925101550095
250,1986-01-27,1536.579956,1548.170044,1524.430054,1537.609985,1537.609985,11430000,140.74082555789633
251,1986-01-28,1540.369995,1561.349976,1530.5,1556.420044,1556.420044,16080000,144.264131184283
252,1986-01-29,1558.140015,1578.099976,1548.050049,1558.939941,1558.939941,18090000,147.76808679407588
253,1986-01-30,1558.369995,1572.589966,1545.76001,1552.180054,1552.180054,13370000,151.25162625588547
254,1986-01-31,1551.26001,1582.910034,1548.170044,1570.98999,1570.98999,17840000,154.71369862260374
255,1986-02-03,1570.530029,1600.109985,1564.329956,1594.27002,1594.27002,16320000,158.15326834138745
256,1986-02-04,1596.670044,1611.469971,1575.459961,1593.22998,1593.22998,21880000,161.5693154585159
257,1986-02-05,1590.140015,1601.829956,1576.26001,1593.119995,1593.119995,16260000,164.96083581905205
258,1986-02-06,1595.76001,1616.51001,1587.5,1600.689941,1600.689941,18580000,168.32684126128717
259,1986-02-07,1590.140015,1622.819946,1576.829956,1613.420044,1613.420044,18470000,171.66635980590803
260,1986-02-10,1614.449951,1633.140015,1605.160034,1626.380005,1626.380005,15150000,174.97843583987265
261,1986-02-11,1624.890015,1637.5,1613.300049,1622.819946,1622.819946,15710000,178.26213029492095
262,1986-02-12,1625.339966,1640.47998,1611.699951,1629.930054,1629.930054,18270000,181.51652082071135
263,1986-02-13,1632.569946,1649.310059,1616.859985,1645.069946,1645.069946,16320000,184.74070195255462
264,1986-02-14,1645.410034,1668.689941,1636.119995,1664.449951,1664.449951,19100000,187.93378527367628
265,1986-02-18,1661.579956,1685.550049,1649.430054,1678.780029,1678.780029,16930000,191.09489957201112
266,1986-02-19,1673.050049,1689.219971,1651.030029,1658.26001,1658.26001,15180000,194.22319099148666
267,1986-02-20,1652.75,1675.459961,1641.969971,1672.819946,1672.819946,13910000,197.31782317777134
268,1986-02-21,1681.540039,1702.75,1668.689941,1697.709961,1697.709961,21280000,200.37797741844392
269,1986-02-24,1689.790039,1709.75,1678.6700440000002,1698.280029,1698.280029,16080000,203.40285277759511
270,1986-02-25,1695.9899899999998,1709.52002,1674.079956,1692.660034,1692.660034,16000000,206.39166622480522
271,1986-02-26,1694.040039,1714.790039,1679.589966,1696.9000239999998,1696.9000239999998,19340000,209.34365275848543
