,Date,Open,High,Low,Close,Adj Close,Volume,%K,%D
21,1985-02-28,1278.050049,1288.319946,1271.420044,1284.01001,1284.01001,8790000,46.079730178786036,
22,1985-03-01,1285.339966,1309.959961,1282.689941,1299.359985,1299.359985,14730000,76.98155743004769,
23,1985-03-04,1299.910034,1304.550049,1283.130005,1289.530029,1289.530029,12010000,55.635256490200305,
24,1985-03-05,1290.079956,1300.02002,1281.030029,1291.849976,1291.849976,10060000,60.67315155570162,
25,1985-03-06,1291.849976,1296.930054,1275.51001,1280.369995,1280.369995,10990000,35.743728757702506,
26,1985-03-07,1276.829956,1283.23999,1265.459961,1271.530029,1271.530029,9870000,16.547246643843785,
27,1985-03-08,1273.410034,1280.810059,1264.130005,1269.660034,1269.660034,9120000,12.486447589808334,
28,1985-03-11,1268.77002,1277.050049,1260.930054,1268.550049,1268.550049,7710000,15.541524482190027,40.98306662990763
29,1985-03-12,1267.560059,1279.47998,1262.47998,1271.75,1271.75,8340000,22.068053280215384,38.10047407973133
30,1985-03-13,1270.97998,1278.27002,1257.619995,1261.699951,1261.699951,8840000,7.795106324677471,34.95518027331732
31,1985-03-14,1258.719971,1269.209961,1254.199951,1260.050049,1260.050049,7950000,10.491565550292929,31.396363810468007
32,1985-03-15,1259.719971,1266.890015,1245.140015,1247.349976,1247.349976,11280000,3.4093842040535156,24.03914648786859
33,1985-03-18,1252.650024,1260.930054,1242.819946,1249.670044,1249.670044,8270000,10.20270549537395,19.495891388385953
34,1985-03-19,1249.01001,1274.180054,1245.689941,1271.089966,1271.089966,8990000,42.106067447259214,17.639182977541715
35,1985-03-20,1271.530029,1277.390015,1257.839966,1265.23999,1265.23999,10540000,33.39296841086494,17.404106942857958
36,1985-03-21,1263.800049,1278.930054,1257.619995,1268.219971,1268.219971,9630000,37.831425864292605,19.53252486490284
37,1985-03-22,1272.420044,1277.390015,1261.699951,1267.449951,1267.449951,7800000,36.68453901894422,21.952334007816425
38,1985-03-25,1261.699951,1268.329956,1252.869995,1259.939941,1259.939941,7930000,25.49894425850222,22.948075985447645
39,1985-03-26,1257.069946,1267.560059,1252.099976,1259.719971,1259.719971,9520000,25.17131549642926,23.258402207069032
40,1985-03-27,1260.160034,1270.869995,1255.959961,1264.910034,1264.910034,8960000,32.90152377833091,25.769043952434373
41,1985-03-28,1265.900024,1275.51001,1256.630005,1260.709961,1260.709961,8700000,26.645831103850604,27.384470507790137
42,1985-03-29,1263.469971,1270.650024,1255.849976,1266.780029,1266.780029,9810000,38.81426052375126,30.924958139759912
43,1985-04-01,1264.800049,1276.280029,1260.48999,1272.75,1272.75,6930000,52.325201537326684,35.13720774395519
44,1985-04-02,1273.959961,1280.150024,1261.47998,1265.680054,1265.680054,8460000,42.24738934174723,35.15133993340399
45,1985-04-03,1264.689941,1268.109985,1251.550049,1258.060059,1258.060059,9310000,37.704345398535075,35.582477632171006
46,1985-04-04,1256.290039,1264.23999,1248.339966,1259.050049,1259.050049,6920000,42.72191293561022,36.071526339302764
47,1985-04-08,1259.5,1267.01001,1246.02002,1252.97998,1252.97998,7940000,27.216749989110678,35.12474743631941
48,1985-04-09,1252.209961,1262.040039,1246.579956,1253.859985,1253.859985,8010000,29.57411179264075,35.53226418973326
49,1985-04-10,1256.849976,1269.099976,1252.099976,1259.939941,1259.939941,9130000,45.86112839089175,37.60124547917951
50,1985-04-11,1265.23999,1274.849976,1257.180054,1263.689941,1263.689941,10800000,55.906647181396295,39.90175781948605
51,1985-04-12,1263.689941,1270.430054,1257.290039,1265.680054,1265.680054,7320000,61.2377718578565,43.36095189488664
52,1985-04-15,1262.589966,1272.420044,1257.839966,1266.780029,1266.780029,6870000,64.1843903996128,45.8979648824728
53,1985-04-16,1268.109985,1276.609985,1256.959961,1269.550049,1269.550049,9870000,69.23984483728577,47.58942921246871
54,1985-04-17,1269.660034,1277.5,1263.469971,1272.310059,1272.310059,9120000,77.02911198017996,51.06760147631198
55,1985-04-18,1278.819946,1281.910034,1260.819946,1265.130005,1265.130005,11170000,53.24596697008816,52.62176363346729
56,1985-04-19,1265.130005,1272.530029,1258.5,1266.560059,1266.560059,8740000,57.23051264343319,54.07262360424958
57,1985-04-22,1269.77002,1273.630005,1257.619995,1266.560059,1266.560059,7080000,57.23051264343319,57.07399986968183
58,1985-04-23,1265.349976,1282.910034,1261.150024,1278.709961,1278.709961,10790000,88.61460719423971,62.97804940984172
59,1985-04-24,1279.48999,1286.439941,1269.880005,1278.48999,1278.48999,8510000,80.33160183563936,66.42509675431648
60,1985-04-25,1276.829956,1289.199951,1272.530029,1284.780029,1284.780029,9620000,89.76394380991476,69.81082641716833
61,1985-04-26,1286.219971,1290.300049,1270.540039,1275.180054,1275.180054,8930000,65.85369219157464,70.27241845054013
62,1985-04-29,1272.859985,1277.939941,1257.400024,1259.719971,1259.719971,9200000,30.93934513909205,66.94791392448806
63,1985-04-30,1256.73999,1266.22998,1245.800049,1258.060059,1258.060059,12390000,27.550584269662842,62.778987867725775
64,1985-05-01,1257.180054,1262.810059,1239.069946,1242.050049,1242.050049,10050000,5.817093516286468,55.65778602133643
65,1985-05-02,1244.369995,1251.209961,1235.530029,1242.27002,1242.27002,9780000,12.305986012055365,51.56378792553314
66,1985-05-03,1243.709961,1253.859985,1238.300049,1247.23999,1247.23999,8680000,21.380238678021364,47.978760528991955
67,1985-05-06,1246.910034,1256.400024,1241.390015,1247.790039,1247.790039,7100000,22.384527155549662,44.4941619802036
68,1985-05-07,1248.22998,1261.369995,1243.150024,1252.75,1252.75,9140000,31.440505225303934,38.77675178331002
69,1985-05-08,1248.670044,1258.939941,1239.51001,1249.780029,1249.780029,9710000,26.017883506341636,33.345379950380256
70,1985-05-09,1251.880005,1265.569946,1246.579956,1260.27002,1260.27002,16290000,45.17068096743428,28.886053666132206
71,1985-05-10,1268.98999,1282.459961,1261.589966,1274.180054,1274.180054,16460000,70.56784898015367,29.357469344990108
72,1985-05-13,1277.609985,1283.569946,1268.77002,1277.5,1277.5,7530000,76.62946078894994,33.92648090997589
73,1985-05-14,1281.469971,1288.650024,1267.670044,1273.300049,1273.300049,11580000,68.96112143103103,38.06753462611271
74,1985-05-15,1271.199951,1283.569946,1265.459961,1273.52002,1273.52002,13980000,69.36274808736597,44.422100083220656
75,1985-05-16,1276.719971,1285.109985,1270.099976,1278.050049,1278.050049,10590000,77.63374926647823,50.95487640866294
76,1985-05-17,1276.829956,1295.829956,1271.420044,1285.339966,1285.339966,14230000,82.60364394802662,57.077216935663465
77,1985-05-20,1298.949951,1310.369995,1292.22998,1304.880005,1304.880005,15320000,92.66436064388374,64.10520028449687
78,1985-05-21,1305.0,1316.079956,1297.48999,1309.699951,1309.699951,13230000,92.07944036994598,70.16909379896109
79,1985-05-22,1305.219971,1308.920044,1294.349976,1303.76001,1303.76001,8670000,84.7052052573554,76.03782597406246
80,1985-05-23,1301.75,1307.800049,1290.98999,1296.709961,1296.709961,8210000,75.9528087468037,79.11603875199941
81,1985-05-24,1295.469971,1305.670044,1291.109985,1301.969971,1301.969971,6680000,82.48293260402329,80.30754711438637
82,1985-05-28,1305.329956,1312.839966,1293.22998,1301.52002,1301.52002,9210000,81.92433371168654,80.83703440666002
83,1985-05-29,1300.959961,1308.359985,1292.790039,1302.97998,1302.97998,8880000,83.73682449147351,82.31460471270427
84,1985-05-30,1306.449951,1314.180054,1293.910034,1305.780029,1305.780029,14740000,87.21299027372176,84.09962893133985
85,1985-05-31,1302.76001,1320.790039,1298.719971,1315.410034,1315.410034,12190000,93.47799048102688,85.68405305279471
86,1985-06-03,1321.23999,1325.040039,1304.209961,1310.930054,1310.930054,10830000,83.50288762324628,85.77397742031667
87,1985-06-04,1310.599976,1321.23999,1304.439941,1315.300049,1315.300049,9450000,88.61219841279367,85.36876119720766
88,1985-06-05,1320.560059,1331.77002,1312.609985,1320.560059,1320.560059,14320000,87.84959919254287,84.94577707946735
89,1985-06-06,1317.199951,1330.530029,1311.939941,1327.280029,1327.280029,9770000,94.72944286084828,85.94820083981664
90,1985-06-07,1329.640015,1331.98999,1312.949951,1316.420044,1316.420044,8590000,77.88360697149753,86.14128066228602
91,1985-06-10,1314.290039,1322.579956,1307.23999,1318.439941,1318.439941,6120000,79.6331833855056,85.85630574043425
92,1985-06-11,1319.0,1323.810059,1308.02002,1313.839966,1313.839966,8020000,72.71904991954831,84.93577736122043
93,1985-06-12,1312.050049,1318.209961,1300.73999,1306.339966,1306.339966,9550000,61.44594495817817,82.70668940789089
94,1985-06-13,1302.199951,1308.130005,1285.390015,1290.099976,1290.099976,13310000,32.31539097729075,77.21692947824779
95,1985-06-14,1297.380005,1305.439941,1288.880005,1300.959961,1300.959961,9220000,48.769924609145306,72.74612289105963
96,1985-06-17,1298.949951,1303.98999,1288.75,1298.390015,1298.390015,7280000,27.8970106743619,67.1855351961712
97,1985-06-18,1299.400024,1312.390015,1293.680054,1304.77002,1304.77002,10900000,41.58801587339896,62.48311694223173
98,1985-06-19,1304.77002,1312.719971,1293.569946,1297.380005,1297.380005,11310000,25.729606078114877,56.271117630788936
99,1985-06-20,1296.709961,1305.439941,1287.75,1299.72998,1299.72998,7780000,30.772473590383026,49.87542070374241
100,1985-06-21,1297.27002,1326.050049,1293.790039,1324.47998,1324.47998,15770000,83.88409006657203,50.47546901324986
101,1985-06-24,1315.079956,1326.719971,1307.800049,1320.560059,1320.560059,10100000,75.4722379142905,50.05937446612835
102,1985-06-25,1322.689941,1338.819946,1314.069946,1323.030029,1323.030029,14050000,70.44743142191214,49.832212616364735
103,1985-06-26,1320.680054,1329.189941,1314.73999,1323.810059,1323.810059,10060000,71.90734347008585,50.8783524675555
104,1985-06-27,1325.939941,1338.709961,1321.800049,1332.209961,1332.209961,9760000,87.62868512781715,56.409681882608126
105,1985-06-28,1334.119995,1341.170044,1326.160034,1335.459961,1335.459961,9150000,89.76321256484118,60.50901067817772
106,1985-07-01,1334.01001,1342.180054,1322.579956,1337.140015,1337.140015,7880000,91.12513551892441,66.83182316263397
107,1985-07-02,1335.459961,1343.75,1329.189941,1334.01001,1334.01001,9170000,83.31049948008035,71.0040715233021
108,1985-07-03,1331.77002,1337.589966,1320.22998,1326.390015,1326.390015,9030000,70.25361641199868,75.45647255669049
109,1985-07-05,1328.290039,1340.609985,1324.930054,1334.449951,1334.449951,6000000,84.06433963271249,80.78565916092343
110,1985-07-08,1330.420044,1336.469971,1318.880005,1328.410034,1328.410034,7050000,73.71492470397313,79.76874262466353
111,1985-07-09,1324.599976,1333.670044,1313.400024,1321.910034,1321.910034,9400000,62.57715624841236,78.47923445807572
112,1985-07-10,1320.900024,1336.810059,1315.300049,1332.890015,1332.890015,10060000,81.39138486755944,79.57362980264045
113,1985-07-11,1333.219971,1343.640015,1326.160034,1337.699951,1337.699951,10170000,89.63322386049288,81.34621784168115
114,1985-07-12,1336.130005,1345.98999,1326.390015,1338.599976,1338.599976,11060000,87.3111001564388,81.31445934454332
115,1985-07-15,1333.890015,1347.670044,1326.949951,1335.459961,1335.459961,10970000,79.62270688586285,80.30040877664548
116,1985-07-16,1336.579956,1351.930054,1331.540039,1347.890015,1347.890015,12980000,93.70514864322179,80.55841008907524
117,1985-07-17,1354.609985,1365.930054,1346.209961,1357.969971,1357.969971,15510000,89.81826873642228,81.20918701470943
118,1985-07-18,1352.26001,1363.26001,1345.319946,1350.920044,1350.920044,12590000,80.80071676594137,82.2638970501037
119,1985-07-19,1351.030029,1363.349976,1346.439941,1359.540039,1359.540039,10810000,91.1422045032844,82.97168353716089
120,1985-07-22,1356.180054,1362.119995,1346.890015,1357.640015,1357.640015,8790000,85.73879530889428,84.174070597653
121,1985-07-23,1357.079956,1372.199951,1344.76001,1351.810059,1351.810059,18070000,65.32326987412733,84.44868196022449
122,1985-07-24,1349.800049,1359.209961,1335.689941,1348.900024,1348.900024,12860000,60.374224614258424,82.34696593489438
123,1985-07-25,1349.130005,1359.880005,1338.599976,1353.609985,1353.609985,11870000,68.38437231393162,80.22208078023826
124,1985-07-26,1352.26001,1365.589966,1345.209961,1357.079956,1357.079956,10820000,74.2856908648883,78.91953985108321
125,1985-07-29,1354.280029,1358.089966,1338.930054,1343.859985,1343.859985,8560000,51.8027190748043,76.13754106997736
126,1985-07-30,1340.390015,1352.599976,1334.900024,1346.099976,1346.099976,10790000,55.612232307703245,72.32824943642551
127,1985-07-31,1347.890015,1357.410034,1340.050049,1347.449951,1347.449951,10690000,57.908111008369126,69.1372336636202
128,1985-08-01,1350.02002,1361.900024,1342.969971,1355.619995,1355.619995,9840000,71.80276091159088,68.23743807818514
129,1985-08-02,1354.280029,1360.099976,1345.430054,1353.050049,1353.050049,6220000,67.43209902284384,65.8664275301411
130,1985-08-05,1348.569946,1352.709961,1336.920044,1346.890015,1346.890015,6640000,56.955837717281355,62.988131770979805
131,1985-08-06,1345.880005,1350.02002,1322.920044,1325.160034,1325.160034,9710000,17.328650232121724,58.18866980677924
132,1985-08-07,1320.790039,1331.209961,1316.310059,1325.040039,1325.040039,7260000,15.619962192805895,53.71324356463399
133,1985-08-08,1324.709961,1334.790039,1318.319946,1329.859985,1329.859985,8480000,24.243965259407023,49.29920285918153
134,1985-08-09,1328.849976,1331.880005,1317.650024,1320.790039,1320.790039,7430000,8.015724918559615,42.672206264548656
135,1985-08-12,1318.77002,1324.369995,1309.140015,1314.290039,1314.290039,7200000,8.166871593399685,38.308621516408195
136,1985-08-13,1314.630005,1325.48999,1303.650024,1315.300049,1315.300049,7200000,16.99494880570757,34.446893166208625
137,1985-08-14,1318.550049,1326.050049,1311.380005,1316.97998,1316.97998,7120000,19.44561662334087,30.600643727705794
138,1985-08-15,1318.439941,1324.709961,1308.130005,1317.76001,1317.76001,7550000,20.583517178654223,25.478719354412128
139,1985-08-16,1312.609985,1321.569946,1305.890015,1312.719971,1312.719971,10380000,13.231154863228307,20.058624938450578
140,1985-08-19,1312.050049,1319.219971,1307.569946,1312.5,1312.5,6070000,12.910263201301392,15.654067486852583
141,1985-08-20,1315.969971,1328.069946,1311.829956,1323.699951,1323.699951,9120000,32.369947973151206,17.15819726095553
142,1985-08-21,1323.920044,1333.670044,1319.109985,1329.530029,1329.530029,7180000,41.78241723248626,19.774442764923567
143,1985-08-22,1330.420044,1334.680054,1313.51001,1318.099976,1318.099976,8260000,23.328972442369974,19.682943483219862
144,1985-08-23,1316.420044,1322.920044,1310.47998,1318.319946,1318.319946,6090000,25.184415450643847,21.399812536428286
145,1985-08-26,1316.640015,1324.26001,1309.810059,1317.650024,1317.650024,5160000,24.034334763948497,22.986558853483167
146,1985-08-27,1321.23999,1328.630005,1315.189941,1322.469971,1322.469971,6750000,32.30892188841194,24.517956161753602
147,1985-08-28,1322.920044,1334.790039,1316.97998,1331.089966,1331.089966,12840000,47.10719656652356,27.284114156071873
148,1985-08-29,1331.209961,1340.050049,1325.160034,1335.130005,1335.130005,10400000,55.76617850799942,30.80238028900639
149,1985-08-30,1335.459961,1342.410034,1325.27002,1334.01001,1334.01001,9110000,61.883459002403406,35.6676107029239
150,1985-09-03,1333.670044,1337.140015,1322.800049,1329.189941,1329.189941,8070000,55.07854044240184,39.88443842703394
151,1985-09-04,1329.079956,1334.119995,1318.209961,1326.719971,1326.719971,8610000,59.519971744073274,42.59944080412615
152,1985-09-05,1326.390015,1333.0,1318.660034,1325.829956,1325.829956,8250000,57.223752006256,44.14357428150312
153,1985-09-06,1327.170044,1341.400024,1323.920044,1335.689941,1335.689941,8900000,82.66230323470012,50.07690736073614
154,1985-09-09,1335.130005,1348.22998,1326.609985,1339.27002,1339.27002,8680000,79.90137092104771,55.54860290777653
155,1985-09-10,1337.930054,1346.550049,1324.819946,1333.449951,1333.449951,10140000,66.84602156179787,59.82977158756146
156,1985-09-11,1330.199951,1334.01001,1314.849976,1319.439941,1319.439941,8070000,32.00268587846046,59.79914798656631
157,1985-09-12,1317.430054,1327.400024,1307.01001,1312.390015,1312.390015,9940000,15.351925775092118,56.62362090742316
158,1985-09-13,1314.959961,1320.119995,1296.709961,1307.680054,1307.680054,10130000,21.29287452320213,53.17629050894344
159,1985-09-16,1307.349976,1315.75,1301.079956,1309.140015,1309.140015,7020000,24.126648711057182,49.40060947980882
160,1985-09-17,1308.579956,1314.52002,1291.219971,1298.160034,1298.160034,10270000,12.1734115144588,45.11009658701452
161,1985-09-18,1295.25,1307.569946,1283.709961,1300.400024,1300.400024,11930000,25.868037949585844,41.74490320756578
162,1985-09-19,1298.839966,1312.949951,1291.219971,1306.790039,1306.790039,10130000,35.77196404731366,39.599724411671545
163,1985-09-20,1306.339966,1313.400024,1294.469971,1297.939941,1297.939941,11020000,22.05513919640981,33.53900800784251
164,1985-09-23,1313.959961,1323.589966,1305.780029,1316.310059,1316.310059,17580000,50.52710539344365,30.601581455082105
165,1985-09-24,1314.73999,1334.569946,1301.859985,1321.119995,1321.119995,11040000,57.982056700882204,29.715184968990535
166,1985-09-25,1323.47998,1330.199951,1306.0,1312.050049,1312.050049,12280000,43.92448799495844,30.907365180640333
167,1985-09-26,1310.599976,1325.27002,1301.969971,1320.790039,1320.790039,12880000,57.47065573554765,35.11923817668589
168,1985-09-30,1330.089966,1336.810059,1318.550049,1328.630005,1328.630005,12020000,69.621870384136,39.95213776277927
169,1985-10-01,1329.640015,1343.969971,1323.47998,1340.949951,1340.949951,15600000,88.71663537482839,46.4111364291564
170,1985-10-02,1343.410034,1351.589966,1327.959961,1333.670044,1333.670044,12580000,73.60058827338028,52.553854105048536
171,1985-10-03,1332.209961,1345.430054,1323.810059,1333.109985,1333.109985,10700000,72.77551614794378,57.24460192488433
172,1985-10-04,1330.089966,1335.01001,1321.119995,1328.73999,1328.73999,8830000,66.33769252079463,60.30117477223242
173,1985-10-07,1326.050049,1335.910034,1315.189941,1324.369995,1324.369995,9300000,59.89986889364549,64.085647741956
174,1985-10-08,1325.040039,1333.890015,1316.199951,1325.48999,1325.48999,7620000,61.54983194241076,65.1879203968527
175,1985-10-09,1324.47998,1336.810059,1320.22998,1326.719971,1326.719971,7500000,63.36182503227567,65.72589722999204
176,1985-10-10,1325.599976,1333.329956,1318.439941,1328.069946,1328.069946,6010000,65.3505918274462,67.86850761324082
177,1985-10-11,1328.290039,1343.410034,1323.699951,1339.939941,1339.939941,9210000,82.83732448163504,70.40517448784956
178,1985-10-14,1340.390015,1356.180054,1336.579956,1354.72998,1354.72998,8640000,97.99907252775313,73.24289470221126
179,1985-10-15,1356.73999,1364.140015,1343.530029,1350.810059,1350.810059,13530000,83.42664795425843,72.71389596015428
180,1985-10-16,1351.930054,1371.300049,1346.209961,1368.5,1368.5,13400000,96.80323531584996,75.03416066440124
181,1985-10-17,1366.939941,1378.359985,1356.849976,1369.290039,1369.290039,13980000,89.59152565662882,76.71576161526976
182,1985-10-18,1368.839966,1383.400024,1358.869995,1368.839966,1368.839966,12670000,83.62751678557977,78.44474404174828
183,1985-10-21,1367.050049,1375.670044,1357.75,1364.140015,1364.140015,7800000,76.37969120912477,80.09272627329621
184,1985-10-22,1364.25,1374.660034,1356.180054,1364.359985,1364.359985,9230000,76.64946051840865,81.602689130896
185,1985-10-23,1364.469971,1373.430054,1357.079956,1367.160034,1367.160034,10770000,80.05651549803115,83.27215817747154
186,1985-10-24,1367.380005,1374.550049,1355.290039,1362.339966,1362.339966,12230000,74.13724144327891,84.15082313905481
187,1985-10-25,1360.099976,1366.709961,1351.589966,1356.52002,1356.52002,11960000,60.592330608950995,81.9263237517864
188,1985-10-28,1353.050049,1364.02002,1346.550049,1359.98999,1359.98999,10710000,65.67951104824192,78.69436760383527
189,1985-10-29,1361.780029,1377.689941,1356.180054,1368.72998,1368.72998,12310000,78.49285126951104,78.20098793536053
190,1985-10-30,1373.050049,1384.630005,1361.01001,1375.569946,1375.569946,15150000,86.95269203668947,77.21593360744448
191,1985-10-31,1375.459961,1383.599976,1362.609985,1374.310059,1374.310059,13330000,85.1383403102853,76.77061507281013
192,1985-11-01,1372.130005,1393.579956,1367.780029,1390.25,1390.25,13930000,95.75206612729946,77.9830700069821
193,1985-11-04,1388.069946,1398.51001,1377.060059,1389.680054,1389.680054,11580000,89.27232454055215,79.27233334012485
194,1985-11-05,1386.810059,1402.52002,1380.280029,1396.670044,1396.670044,13870000,93.04237570947099,80.91162485923107
195,1985-11-06,1398.390015,1411.01001,1386.469971,1403.439941,1403.439941,14980000,91.82233622403383,82.08820693183135
196,1985-11-07,1400.109985,1410.109985,1389.910034,1399.540039,1399.540039,14160000,86.86294439452847,83.3607772269563
197,1985-11-08,1397.939941,1410.439941,1391.060059,1404.359985,1404.359985,11500000,91.06540349950582,86.40808451601178
198,1985-11-11,1405.72998,1432.569946,1402.410034,1431.880005,1431.880005,17030000,99.22513292549444,89.76264670373703
199,1985-11-12,1431.079956,1446.099976,1421.099976,1433.599976,1433.599976,19860000,87.4862367374757,90.6619852505335
200,1985-11-13,1432.680054,1439.790039,1419.380005,1427.75,1427.75,10740000,81.56706232441539,90.1234222793061
201,1985-11-14,1425.689941,1443.810059,1420.640015,1439.219971,1439.219971,12710000,93.08888995970838,90.91847724424841
202,1985-11-15,1435.780029,1450.569946,1425.689941,1435.089966,1435.089966,16310000,85.11825098230962,89.85509572974942
203,1985-11-18,1433.26001,1447.25,1422.25,1440.02002,1440.02002,12790000,89.85778076669301,89.9136413523635
204,1985-11-19,1444.719971,1452.180054,1430.050049,1438.98999,1438.98999,14000000,87.51295713751041,89.36069949516744
205,1985-11-20,1440.369995,1451.48999,1429.23999,1439.219971,1439.219971,17360000,87.73068031190576,88.95153390395464
206,1985-11-21,1445.300049,1466.060059,1439.790039,1462.27002,1462.27002,20310000,96.82868489426117,89.94810795392792
207,1985-11-22,1460.780029,1475.569946,1451.609985,1464.329956,1464.329956,15890000,91.28817317223557,89.97038492120089
208,1985-11-25,1462.839966,1467.089966,1449.430054,1456.650024,1456.650024,11070000,84.15282761123528,88.46315438977497
209,1985-11-26,1456.540039,1470.069946,1447.25,1456.77002,1456.77002,20920000,83.58944090192219,88.07347480621962
210,1985-11-27,1460.439941,1483.829956,1454.01001,1475.689941,1475.689941,23580000,93.28492249845534,89.24526082362362
211,1985-11-29,1480.280029,1486.930054,1463.98999,1472.130005,1472.130005,10990000,87.5786438148041,88.6942362091332
212,1985-12-02,1471.329956,1476.26001,1451.26001,1457.910034,1457.910034,10620000,73.58694700950889,87.54110581185311
213,1985-12-03,1455.050049,1466.400024,1450.339966,1459.060059,1459.060059,9620000,73.86780265639878,85.9421080008237
214,1985-12-04,1463.76001,1488.76001,1457.449951,1484.400024,1484.400024,17420000,95.73762407109851,86.7645746941825
215,1985-12-05,1490.369995,1504.01001,1477.97998,1482.910034,1482.910034,19850000,81.50746675003685,86.14225333799561
216,1985-12-06,1476.719971,1488.300049,1464.790039,1477.180054,1477.180054,15140000,76.24615525508283,84.08400037407777
217,1985-12-09,1483.939941,1504.130005,1478.099976,1497.02002,1497.02002,21060000,93.01023689831759,84.25620674668598
218,1985-12-10,1498.849976,1514.910034,1483.939941,1499.199951,1499.199951,25800000,83.55482232712403,84.19640621827486
219,1985-12-11,1498.170044,1520.300049,1492.089966,1511.699951,1511.699951,25490000,91.47830534041394,84.98529266212402
220,1985-12-12,1512.040039,1523.51001,1496.790039,1511.23999,1511.23999,23580000,88.07230427103654,84.46403083938215
221,1985-12-13,1515.47998,1546.439941,1502.75,1535.209961,1535.209961,22730000,90.95741578619474,84.80190803652121
222,1985-12-16,1538.300049,1570.869995,1528.900024,1553.099976,1553.099976,22700000,88.04331880108055,86.24754521567837
223,1985-12-17,1556.880005,1568.810059,1536.349976,1544.5,1544.5,20390000,81.3810675216738,86.99887170220588
224,1985-12-18,1543.119995,1560.439941,1528.439941,1542.430054,1542.430054,20280000,79.91955094543695,85.41706438963972
225,1985-12-19,1540.369995,1552.97998,1532.0,1543.920044,1543.920044,16160000,79.44006709919856,85.21032442455589
226,1985-12-20,1548.73999,1564.560059,1535.670044,1543.0,1543.0,23510000,77.45510748483689,85.3312196475313
227,1985-12-23,1539.219971,1547.819946,1516.630005,1528.780029,1528.780029,15970000,65.95213743537201,82.62540970123675
228,1985-12-24,1526.380005,1532.449951,1508.829956,1519.150024,1519.150024,9740000,58.162131457779154,80.08614061430225
229,1985-12-26,1520.76001,1532.569946,1514.680054,1526.48999,1526.48999,6770000,63.17929617357018,77.25623969761787
230,1985-12-27,1530.160034,1548.849976,1527.290039,1543.0,1543.0,9910000,76.87713573851374,76.13672284436561
231,1985-12-30,1546.099976,1557.339966,1534.97998,1550.459961,1550.459961,11450000,83.06643234940233,75.34762450068636
232,1985-12-31,1552.290039,1562.839966,1537.5,1546.670044,1546.670044,13630000,79.92205660217667,74.53549828079598
233,1986-01-02,1546.219971,1551.949951,1523.73999,1537.72998,1537.72998,10660000,70.78116545255443,73.47550807388404
234,1986-01-03,1540.02002,1557.109985,1534.97998,1549.199951,1549.199951,10460000,79.5719711648448,73.44075009582482
235,1986-01-06,1550.0,1557.0,1537.040039,1547.589966,1547.589966,11000000,78.05426220199412,73.30216960610439
236,1986-01-07,1552.060059,1573.73999,1544.5,1565.709961,1565.709961,15170000,91.60390231645093,74.71704908926579
237,1986-01-08,1570.98999,1578.099976,1516.630005,1526.609985,1526.609985,20630000,45.316512467311654,72.65348659245976
238,1986-01-09,1516.060059,1530.849976,1495.640015,1518.22998,1518.22998,21010000,30.39182764889816,69.87645621157165
239,1986-01-10,1520.76001,1530.959961,1500.569946,1513.530029,1513.530029,12520000,21.695394689793826,65.728066063194
240,1986-01-13,1511.930054,1526.829956,1502.290039,1520.530029,1520.530029,13130000,30.184363051057055,61.05878879444835
241,1986-01-14,1526.380005,1530.619995,1508.030029,1519.040039,1519.040039,11790000,28.377437626971503,55.58988932220526
