,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_10,sma_25,sma_75,sma_125,sma_200,%K,%D,ema_5,ema_10,ema_25,ema_75,ema_125,ema_200
67,67,1985-05-06,1246.910034,1256.400024,1241.390015,1247.790039,1247.790039,7100000,1247.4820313999996,1261.4290161999993,1262.9148193999995,,,,22.384527155549666,44.4941619802036,1250.0017545356434,1255.6986764082012,1261.7673311804213,1271.2054522233545,1276.7697756859707,1281.337004738499
68,68,1985-05-07,1248.22998,1261.369995,1243.150024,1252.75,1252.75,9140000,1246.4200195999995,1258.8330200999992,1262.1148193999998,,,,31.44050522530393,38.776751783310026,1250.917836357096,1255.1625534248915,1261.0736903203888,1270.7197824280029,1276.3885094052412,1281.0525569301558
69,69,1985-05-08,1248.670044,1258.939941,1239.51001,1249.780029,1249.780029,9710000,1247.9660155999998,1255.962023999999,1261.4788183999995,,,,26.01788350634164,33.345379950380256,1250.538567238064,1254.1839126203658,1260.2049471418975,1270.1687362851608,1275.966152573412,1280.741387498015
70,70,1985-05-09,1251.880005,1265.569946,1246.579956,1260.27002,1260.27002,16290000,1251.5660156,1253.5110230999992,1261.5672168399994,,,,45.17068096743428,28.886053666132213,1253.782384825376,1255.2904775984814,1260.209952746367,1269.9082437513407,1275.7170076119294,1280.5376922990295
71,71,1985-05-10,1268.98999,1282.459961,1261.589966,1274.180054,1274.180054,16460000,1256.9540284000002,1253.4110230999988,1262.1724170399998,,,,70.56784898015367,29.35746934499011,1260.5816078835842,1258.7249460351206,1261.2845759197235,1270.020659810516,1275.6926115228512,1280.4744322164524
72,72,1985-05-13,1277.609985,1283.569946,1268.77002,1277.5,1277.5,7530000,1262.8960206,1255.1890259999989,1263.1532178399998,,,,76.62946078894994,33.92648090997589,1266.2210719223895,1262.1385922105533,1262.531916233591,1270.2174845523446,1275.7213002288381,1280.4448358759905
73,73,1985-05-14,1281.469971,1288.650024,1267.670044,1273.300049,1273.300049,11580000,1267.0060304,1256.7130249999989,1263.9308204,,,,68.96112143103103,38.06753462611271,1268.5807309482598,1264.1679479904526,1263.3602341386993,1270.2986046693882,1275.68286766965,1280.3737434692641
74,74,1985-05-15,1271.199951,1283.569946,1265.459961,1273.52002,1273.52002,13980000,1271.7540285999999,1259.8600220999992,1264.47402356,1271.0437402799996,,,69.36274808736597,44.422100083220656,1270.2271606321733,1265.8683247194613,1264.1417561280302,1270.3833787570359,1275.6485367542587,1280.3055472158387
75,75,1985-05-16,1276.719971,1285.109985,1270.099976,1278.050049,1278.050049,10590000,1275.3100344,1263.438024999999,1265.04842788,1270.8494743333324,,,77.63374926647823,50.95487640866294,1272.8347900881156,1268.0831836795594,1265.2116248104894,1270.585133237114,1275.6866559962548,1280.283104447522
76,76,1985-05-17,1276.829956,1295.829956,1271.420044,1285.339966,1285.339966,14230000,1277.5420167999996,1267.2480225999989,1265.83482436,1270.815607146666,,,82.60364394802663,57.077216935663465,1277.0031820587435,1271.220780465094,1266.759958748144,1270.9734183098215,1275.8398831391714,1280.333421477895
77,77,1985-05-20,1298.949951,1310.369995,1292.22998,1304.880005,1304.880005,15320000,1283.0180177999996,1272.9570191999992,1267.3588234000001,1271.057073613333,,,92.66436064388374,64.10520028449687,1286.2954563724961,1277.3406394714402,1269.692269998287,1271.8656969069314,1276.3008374544227,1280.5776660900553
78,78,1985-05-21,1305.0,1316.079956,1297.48999,1309.699951,1309.699951,13230000,1290.2979981999995,1278.6520142999993,1268.9648194800004,1271.483473346666,,,92.07944036994598,70.1690937989611,1294.096954581664,1283.224150658451,1272.769783921496,1272.8613351725387,1276.8309821138764,1280.8674400692591
79,79,1985-05-22,1305.219971,1308.920044,1294.349976,1303.76001,1303.76001,8670000,1296.3459961999995,1284.0500123999993,1270.2228175200005,1271.665874066666,,,84.7052052573554,76.03782597406246,1297.3179730544427,1286.9579432660053,1275.1536474659965,1273.674458194314,1277.258427000958,1281.0952268347392
80,80,1985-05-23,1301.75,1307.800049,1290.98999,1296.709961,1296.709961,8210000,1300.0779785999996,1287.6940064999994,1271.48601576,1271.8189404799996,,,75.9528087468037,79.11603875199941,1297.1153023696284,1288.7310373994587,1276.8118254301505,1274.2806556365688,1277.5671815088792,1281.2505973239454
81,81,1985-05-24,1295.469971,1305.670044,1291.109985,1301.969971,1301.969971,6680000,1303.4039796000004,1290.4729981999994,1272.90241224,1272.1040072133326,,,82.48293260402329,80.30754711438638,1298.733525246419,1291.1381162359207,1278.747067397062,1275.0093218303434,1277.954527373818,1281.4567602460954
82,82,1985-05-28,1305.329956,1312.839966,1293.22998,1301.52002,1301.52002,9210000,1302.7319826,1292.8750001999992,1274.30081068,1272.2565413999992,,,81.92433371168654,80.83703440666001,1299.662356830946,1293.0257351021166,1280.4988329819034,1275.7069717821764,1278.3285828123287,1281.6563946715075
83,83,1985-05-29,1300.959961,1308.359985,1292.790039,1302.97998,1302.97998,8880000,1301.3879884000005,1295.8429932999993,1275.27161144,1272.4300081866659,,,83.73682449147351,82.31460471270427,1300.7682312206307,1294.8355978108227,1282.2281519832954,1276.4246825247508,1278.7198748311807,1281.8685696499006
84,84,1985-05-30,1306.449951,1314.180054,1293.910034,1305.780029,1305.780029,14740000,1301.7919922,1299.0689941999995,1276.363213,1272.8262744533324,,,87.21299027372177,84.09962893133985,1302.4388304804206,1296.8254943906732,1284.0398348307347,1277.1971916425207,1279.1494010878287,1282.1064946185586
85,85,1985-05-31,1302.76001,1320.790039,1298.719971,1315.410034,1315.410034,12190000,1305.5320068,1302.8049926999995,1277.5884132,1273.3436084399993,,,93.47799048102688,85.68405305279471,1306.7625649869472,1300.2045015923688,1286.4529270745245,1278.2027927571912,1279.7249666896091,1282.4378731198665
86,86,1985-06-03,1321.23999,1325.040039,1304.209961,1310.930054,1310.930054,10830000,1307.3240234000002,1305.3640014999996,1279.0184132000004,1273.5170752399993,,,83.50288762324628,85.77397742031667,1308.1517279912982,1302.15460203012,1288.3357829918687,1279.0640364741073,1280.220285535806,1282.7213774072304
87,87,1985-06-04,1310.599976,1321.23999,1304.439941,1315.300049,1315.300049,9450000,1310.0800292,1306.4060058999996,1281.24161632,1273.882675826666,,,88.61219841279367,85.36876119720766,1310.5345016608655,1304.544683297371,1290.4099573001868,1280.0176157511044,1280.7771071780949,1283.0455432937265
88,88,1985-06-05,1320.560059,1331.77002,1312.609985,1320.560059,1320.560059,14320000,1313.5960449999998,1307.4920166999996,1283.7416163200005,1274.3965430133326,,,87.84959919254288,84.94577707946735,1313.8763541072435,1307.4565697887579,1292.7291958924802,1281.0845221523912,1281.4085826038395,1283.4188220569729
89,89,1985-06-06,1317.199951,1330.530029,1311.939941,1327.280029,1327.280029,9770000,1317.896045,1309.8440185999993,1287.15081552,1275.019077186666,,,94.72944286084828,85.94820083981666,1318.3442457381625,1311.060835099893,1295.3869522853665,1282.3001933852229,1282.1367008006039,1283.855251976804
90,90,1985-06-07,1329.640015,1331.98999,1312.949951,1316.420044,1316.420044,8590000,1318.0980470000004,1311.8150268999993,1290.11681648,1275.462944373333,,,77.88360697149754,86.14128066228602,1317.702845158775,1312.035236718094,1297.0048824172611,1283.1980841908753,1282.6808808513879,1284.1792797581295
91,91,1985-06-10,1314.290039,1322.579956,1307.23999,1318.439941,1318.439941,6120000,1319.6000244000004,1313.4620238999996,1292.96481452,1275.9882763999994,,,79.63318338550559,85.85630574043425,1317.9485437725168,1313.1997284057136,1298.653733077472,1284.125501475326,1283.248484980731,1284.5201818600385
92,92,1985-06-11,1319.0,1323.810059,1308.02002,1313.839966,1313.839966,8020000,1319.3080077999996,1314.6940184999996,1295.6068116,1276.4949430666659,,,72.71904991954831,84.93577736122043,1316.5790178483446,1313.3161352410382,1299.8219048407436,1284.9074610680807,1283.7340640445288,1284.8119210057098
93,93,1985-06-12,1312.050049,1318.209961,1300.73999,1306.339966,1306.339966,9550000,1316.4639892,1315.0300170999994,1297.75041024,1276.879475946666,,,61.44594495817817,82.70668940789089,1313.166000565563,1312.0477408335769,1300.3232941606861,1285.471474355763,1284.092887885092,1285.026130408638
94,94,1985-06-13,1302.199951,1308.130005,1285.390015,1290.099976,1290.099976,13310000,1309.0279785999999,1313.4620117999993,1299.36320812,1276.932675826666,,,32.31539097729075,77.21692947824779,1305.4773257103755,1308.0572381365628,1299.5368850714028,1285.5932770306113,1284.1882384900907,1285.0766164344227
95,95,1985-06-14,1297.380005,1305.439941,1288.880005,1300.959961,1300.959961,9220000,1305.935962,1312.0170044999993,1300.9908057599996,1277.198408253333,,,48.7699246091453,72.74612289105963,1303.9715374735836,1306.7668241117328,1299.6463524505255,1285.9976634508582,1284.4544563077084,1285.2346596639309
96,96,1985-06-17,1298.949951,1303.98999,1288.75,1298.390015,1298.390015,7280000,1301.9259768,1310.7630005999993,1301.9592042000004,1277.3901416533324,,,27.897010674361898,67.1855351961712,1302.1110299823893,1305.2437679095995,1299.5497111081775,1286.3237779653093,1284.6756556520304,1285.3655587220014
97,97,1985-06-18,1299.400024,1312.390015,1293.680054,1304.77002,1304.77002,10900000,1300.1119875999998,1309.7099976999993,1303.050005,1277.4622754533325,,,41.58801587339896,62.483116942231725,1302.9973599882594,1305.1576319260362,1299.9512733306256,1286.809205387275,1284.9946138162836,1285.558637938698
98,98,1985-06-19,1304.77002,1312.719971,1293.569946,1297.380005,1297.380005,11310000,1298.3199954000004,1307.3919922999996,1304.01320324,1277.5669417999989,,,25.729606078114877,56.271117630788936,1301.1249083255063,1303.743517939484,1299.753483459039,1287.0873843244522,1285.1912073271367,1285.6762634815966
99,99,1985-06-20,1296.709961,1305.439941,1287.75,1299.72998,1299.72998,7780000,1300.2459962,1304.6369873999995,1305.06160164,1277.6720085199993,,,30.772473590383026,49.87542070374241,1300.6599322170046,1303.0137837686684,1299.7516755006516,1287.4200842106509,1285.4219814965475,1285.8161014569046
