,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_10,sma_25,sma_75,sma_125,sma_200,%K,%D,ema_5,ema_10,ema_25,ema_75,ema_125,ema_200
0,0,1985-01-29,1277.719971,1295.48999,1266.890015,1292.619995,1292.619995,13560000,,,,,,,,,1292.619995,1292.619995,1292.619995,1292.619995,1292.619995,1292.619995
1,1,1985-01-30,1297.369995,1305.099976,1278.930054,1287.880005,1287.880005,16820000,,,,,,,,,1291.0399983333334,1291.7581786363635,1292.2553803846156,1292.4952584210528,1292.5447570634922,1292.572830920398
2,2,1985-01-31,1283.23999,1293.400024,1272.640015,1286.77002,1286.77002,14070000,,,,,,,,,1289.6166722222224,1290.8512407024793,1291.833429585799,1292.3445942520775,1292.453094570421,1292.5150915082547
3,3,1985-02-01,1276.939941,1286.109985,1269.77002,1277.719971,1277.719971,10980000,,,,,,,,,1285.6511051481484,1288.4637371202102,1290.747778925353,1291.9597357454445,1292.2192354661286,1292.3678763788193
4,4,1985-02-04,1272.079956,1294.939941,1268.98999,1290.079956,1290.079956,11630000,1287.0139894,,,,,,,,1287.1273887654324,1288.7575950983535,1290.6964079310953,1291.9102678574066,1292.1852786492059,1292.345111001916
5,5,1985-02-05,1294.060059,1301.130005,1278.599976,1285.22998,1285.22998,13800000,1285.5359864,,,,,,,,1286.4949191769556,1288.1162105350165,1290.2759134748571,1291.7344708085272,1292.0748770833454,1292.2743136785139
6,6,1985-02-06,1284.890015,1294.5,1275.069946,1280.589966,1280.589966,14610000,1284.0779785999996,,,,,,,,1284.5266014513036,1286.7478024377406,1289.530840592176,1291.4411943661976,1291.8925769074194,1292.1580515125584
7,7,1985-02-07,1285.0,1297.040039,1279.810059,1290.079956,1290.079956,11440000,1284.7399658000004,,,,,,,,1286.3777196342025,1287.3536485399695,1289.573080238932,1291.4053723039292,1291.8638051469845,1292.1373739452695
8,8,1985-02-08,1290.079956,1297.150024,1281.359985,1289.969971,1289.969971,8000000,1287.1899658000002,,,,,,,,1287.5751367561352,1287.829343532702,1289.6036102974754,1291.3675985854047,1291.8337442875086,1292.1158077468092
9,9,1985-02-11,1287.98999,1291.73999,1268.660034,1276.060059,1276.060059,12600000,1284.3859864,1285.6999879,,,,,,,1283.7367775040902,1285.689473617665,1288.5617986592085,1290.9647685963153,1291.5833683305639,1291.9560490528113
10,10,1985-02-12,1271.199951,1283.130005,1266.339966,1276.609985,1276.609985,11870000,1282.6619874000005,1284.0989868999998,,,,,,,1281.361180002727,1284.0386575053622,1287.642428377731,1290.5870111332545,1291.3456955792853,1291.803351898057
11,11,1985-02-13,1277.829956,1304.660034,1274.51001,1297.920044,1297.920044,14050000,1286.1280030000005,1285.1029907999996,,,,,,,1286.8808013351513,1286.5625459589326,1288.4330141948287,1290.7799856823792,1291.450050316122,1291.8642145060364
12,12,1985-02-14,1301.790039,1307.530029,1283.680054,1287.880005,1287.880005,14020000,1285.6880127999998,1285.2139892999996,,,,,,,1287.2138692234344,1286.8020839663993,1288.3904750259958,1290.7036704012642,1291.393382930152,1291.8245706303544
13,13,1985-02-15,1289.199951,1296.27002,1275.069946,1282.02002,1282.02002,8730000,1284.0980226,1285.6439941999995,,,,,,,1285.4825861489562,1285.9326177906905,1287.900440023996,1290.4751532854414,1291.2445993915785,1291.7270129126393
14,14,1985-02-19,1279.810059,1287.430054,1273.52002,1280.589966,1280.589966,6690000,1285.004004,1284.6949951999995,,,,,,,1283.8517127659711,1284.9612265560195,1287.3380958683042,1290.2150167779296,1291.0754782266326,1291.6161965254491
15,15,1985-02-20,1280.150024,1292.51001,1272.530029,1283.130005,1283.130005,10760000,1286.308008,1284.4849976999994,,,,,,,1283.6111435106473,1284.6282771821975,1287.0143965707425,1290.0285690995634,1290.9493596039874,1291.531756808778
16,16,1985-02-21,1280.369995,1287.099976,1272.640015,1279.040039,1279.040039,8600000,1282.5320069999998,1284.3300049999993,,,,,,,1282.0874420070982,1283.6122338763432,1286.4009844499165,1289.739397254838,1290.7603227690038,1291.4074611091885
17,17,1985-02-22,1277.939941,1286.550049,1269.98999,1275.839966,1275.839966,8500000,1280.1239991999996,1282.9060059999995,,,,,,,1280.004950004732,1282.1990942624625,1285.5885984153074,1289.3736227481318,1290.5234917091784,1291.2525606603408
18,18,1985-02-25,1269.98999,1283.130005,1263.910034,1277.5,1277.5,8420000,1279.2199951999996,1281.6590088999994,,,,,,,1279.1699666698214,1281.344713487469,1284.966398537207,1289.061158991602,1290.316769618557,1291.1157192607354
19,19,1985-02-26,1276.280029,1293.180054,1272.310059,1286.109985,1286.109985,11910000,1280.3239989999995,1282.6640014999996,,,,,50.893978781978426,,1281.4833061132147,1282.2111264897474,1285.0543667266525,1288.983496518139,1290.249995259532,1291.0659109596338
20,20,1985-02-27,1285.670044,1295.27002,1274.400024,1281.030029,1281.030029,11900000,1279.9040037999996,1283.1060058999992,,,,,39.248044388817576,,1281.332213742143,1281.9963814916114,1284.7448022861408,1288.7741947413458,1290.1036465887455,1290.9660514376476
21,21,1985-02-28,1278.050049,1288.319946,1271.420044,1284.01001,1284.01001,8790000,1280.8979979999995,1281.7150024999992,,,,,46.079730178786036,,1282.2248124947619,1282.3624957658635,1284.6882798025918,1288.6488214586784,1290.0069221984486,1290.8968370949844
22,22,1985-03-01,1285.339966,1309.959961,1282.689941,1299.359985,1299.359985,14730000,1285.6020017999995,1282.8630004999989,,,,,76.98155743004769,,1287.9365366631748,1285.4529483538886,1285.8168725100847,1288.9306941834504,1290.1553835127588,1290.9810475219
23,23,1985-03-04,1299.910034,1304.550049,1283.130005,1289.530029,1289.530029,12010000,1288.0080075999995,1283.6140013999989,,,,,55.63525649020031,,1288.4677007754499,1286.1942357440907,1286.102499932386,1288.946466152307,1290.1454572506516,1290.9666095266573
24,24,1985-03-05,1290.079956,1300.02002,1281.030029,1291.849976,1291.849976,10060000,1289.1560057999993,1284.7400023999992,1285.17679692,,,,60.673151555701615,,1289.5951258503,1287.222552154256,1286.5446134760487,1289.0228743061934,1290.1725131038158,1290.97539924281
25,25,1985-03-06,1291.849976,1296.930054,1275.51001,1280.369995,1280.369995,10990000,1289.0239989999995,1284.4640013999992,1284.68679692,,,,35.743728757702506,,1286.5200822335335,1285.9766326716638,1286.0696428240449,1288.7951669560307,1290.0169175783585,1290.8698728324339
26,26,1985-03-07,1276.829956,1283.23999,1265.459961,1271.530029,1271.530029,9870000,1286.5280027999993,1283.7130003999996,1284.03279788,,,,16.547246643843785,,1281.5233978223555,1283.349977458634,1284.9512109914265,1288.3408212203458,1289.7234749025115,1290.6774365753947
27,27,1985-03-08,1273.410034,1280.810059,1264.130005,1269.660034,1269.660034,9120000,1280.5880125999995,1283.0950071999996,1283.3483984400002,,,,12.486447589808336,,1277.5689432149038,1280.8608968297913,1283.7749666074706,1287.8492215566525,1289.405007586599,1290.4683081915598
28,28,1985-03-11,1268.77002,1277.050049,1260.930054,1268.550049,1268.550049,7710000,1276.3920165999996,1282.2000120999996,1282.9816015600004,,,,15.541524482190027,40.98306662990763,1274.5626451432693,1278.6225608607385,1282.6038190992035,1287.3413485946353,1289.073976497923,1290.2502160603008
29,29,1985-03-12,1267.560059,1279.47998,1262.47998,1271.75,1271.75,8340000,1272.3720213999998,1280.7640135999995,1282.2484033200005,,,,22.068053280215388,38.10047407973133,1273.6250967621795,1277.373004340604,1281.7689099377264,1286.9310499474084,1288.7989927439878,1290.066134308457
30,30,1985-03-13,1270.97998,1278.27002,1257.619995,1261.699951,1261.699951,8840000,1268.6380126,1278.8310057999995,1281.3072021600005,,,,7.795106324677472,34.95518027331732,1269.6500481747864,1274.523358278676,1280.2251438655935,1286.2670736593186,1288.368849224242,1289.7838837282734
31,31,1985-03-14,1258.719971,1269.209961,1254.199951,1260.050049,1260.050049,7950000,1266.3420166,1276.4350096999995,1280.4856054800005,,,,10.491565550292929,31.39636381046801,1266.4500484498574,1271.891847500735,1278.6732134913175,1285.5771519577577,1287.9193444587781,1289.4880246762507
32,32,1985-03-15,1259.719971,1266.890015,1245.140015,1247.349976,1247.349976,11280000,1261.8800049999998,1271.2340087999996,1278.7764062800004,,,,3.4093842040535165,24.03914648786859,1260.0833576332386,1267.429689046056,1276.2637336842931,1284.5711736430794,1287.2753862292736,1289.0687406098205
33,33,1985-03-18,1252.650024,1260.930054,1242.819946,1249.670044,1249.670044,8270000,1258.1040039999998,1267.2480102999996,1277.1644092,,,,10.202705495373948,19.495891388385953,1256.6122530888256,1264.2006626740458,1274.2180652470402,1283.6527228629984,1286.6784760351586,1288.676713777882
34,34,1985-03-19,1249.01001,1274.180054,1245.689941,1271.089966,1271.089966,8990000,1257.9719971999998,1265.1720092999994,1276.9656054800002,,,,42.10606744725922,17.639182977541715,1261.4381573925505,1265.4532632787648,1273.977442228037,1283.322123998183,1286.4310393679339,1288.5017212626792
35,35,1985-03-20,1271.530029,1277.390015,1257.839966,1265.23999,1265.23999,10540000,1258.6800049999995,1263.6590087999996,1276.5108056800002,,,,33.39296841086494,17.404106942857958,1262.7054349283674,1265.4144863189892,1273.305330518188,1282.846278366652,1286.0946735049506,1288.2702612501153
36,36,1985-03-21,1263.800049,1278.930054,1257.619995,1268.219971,1268.219971,9630000,1260.3139894,1263.3280029999996,1275.3228027600005,,,,37.831425864292605,19.53252486490284,1264.5436136189114,1265.9245744428094,1272.9141490167888,1282.4613755412138,1285.8109480683645,1288.0707558744925
37,37,1985-03-22,1272.420044,1277.390015,1261.699951,1267.449951,1267.449951,7800000,1264.3339844000004,1263.1069946999996,1274.5056006000004,,,,36.68453901894422,21.952334007816425,1265.512392745941,1266.201915635026,1272.4938260924205,1282.0663380532872,1285.5195036704538,1287.8655737364375
38,38,1985-03-25,1261.699951,1268.329956,1252.869995,1259.939941,1259.939941,7930000,1266.3879638000005,1262.2459838999996,1273.6223974400004,,,,25.49894425850222,22.948075985447645,1263.6549088306274,1265.063374792294,1271.5281426237727,1281.4840644466215,1285.1134788661611,1287.5877067440356
39,39,1985-03-26,1257.069946,1267.560059,1252.099976,1259.719971,1259.719971,9520000,1264.1139648000005,1261.0429809999996,1272.7875976400005,,,,25.171315496429266,23.25840220706903,1262.3432628870848,1264.0918468300583,1270.6198217296364,1280.9113251453948,1284.71040731273,1287.31041584111
40,40,1985-03-27,1260.160034,1270.869995,1255.959961,1264.910034,1264.910034,8960000,1264.0479736000004,1261.3639892999995,1272.0587988000004,,,,32.901523778330905,25.769043952434373,1263.1988532580567,1264.2406081336842,1270.1806072888949,1280.4902385363055,1284.3961156728456,1287.0875264695567
41,41,1985-03-28,1265.900024,1275.51001,1256.630005,1260.709961,1260.709961,8700000,1262.5459716000005,1261.4299804999996,1271.3255956800006,,,,26.645831103850604,27.384470507790137,1262.3692225053712,1263.5986722911962,1269.4520960359034,1279.9697049169292,1284.0201449637527,1286.8250631315511
42,42,1985-03-29,1263.469971,1270.650024,1255.849976,1266.780029,1266.780029,9810000,1262.4119872000006,1263.3729857999995,1270.9631982000005,,,,38.81426052375126,30.924958139759912,1263.8394913369145,1264.1771007837058,1269.246552417757,1279.6226081822733,1283.7464923294076,1286.6256100556152
43,43,1985-04-01,1264.800049,1276.280029,1260.48999,1272.75,1272.75,6930000,1264.9739990000005,1265.6809813999996,1270.7731982000007,,,,52.32520153732669,35.137207743955194,1266.8096608912765,1265.735809732123,1269.5160483856218,1279.4417500722134,1283.5719448321154,1286.4875442839175
44,44,1985-04-02,1273.959961,1280.150024,1261.47998,1265.680054,1265.680054,8460000,1266.1660156000005,1265.1399901999996,1269.9560009600004,,,,42.24738934174723,35.15133993340399,1266.4331252608506,1265.7256723262824,1269.2209718944202,1279.0796001755764,1283.2879465649396,1286.2805045796001
45,45,1985-04-03,1264.689941,1268.109985,1251.550049,1258.060059,1258.060059,9310000,1264.7960205999998,1264.4219970999998,1269.0372021600006,,,,37.70434539853508,35.582477632171006,1263.6421031739005,1264.3319244487766,1268.362440133311,1278.5264543551668,1282.8875039051782,1285.9997041260715
46,46,1985-04-04,1256.290039,1264.23999,1248.339966,1259.050049,1259.050049,6920000,1264.4640381999998,1263.5050048999994,1268.0388037200005,,,,42.72191293561022,36.07152633930277,1262.1114184492674,1263.3715834580894,1267.6461023538259,1278.013917372136,1282.5091316050962,1285.7315483536736
47,47,1985-04-08,1259.5,1267.01001,1246.02002,1252.97998,1252.97998,7940000,1261.7040284000002,1262.0580077999996,1266.1836035200004,,,,27.216749989110678,35.12474743631941,1259.0676056328448,1261.4822010111639,1266.5179390958394,1277.3551295465536,1282.0404149129515,1285.405662101398
48,48,1985-04-09,1252.209961,1262.040039,1246.579956,1253.859985,1253.859985,8010000,1257.9260253999996,1261.4500121999995,1264.7568017600004,,,,29.57411179264075,35.53226418973325,1257.3317320885633,1260.0963435545889,1265.5442503192367,1276.7368362690127,1281.5931065016352,1285.0917747670558
49,49,1985-04-10,1256.849976,1269.099976,1252.099976,1259.939941,1259.939941,9130000,1256.7780027999995,1261.4720091999993,1263.4804003600004,,,,45.86112839089175,37.601245479179504,1258.2011350590426,1260.0679067264819,1265.1131496023725,1276.294812709302,1281.249405461927,1284.8415077643986
50,50,1985-04-11,1265.23999,1274.849976,1257.180054,1263.689941,1263.689941,10800000,1257.9039792,1261.3499998999996,1262.8131982000004,,,,55.906647181396295,39.90175781948604,1260.0307370393616,1260.726458412576,1265.0036720175747,1275.9631055590573,1280.970683803801,1284.631044413509
51,51,1985-04-12,1263.689941,1270.430054,1257.290039,1265.680054,1265.680054,7320000,1259.2299802000002,1261.8470091999993,1262.5791992000004,,,,61.2377718578565,43.36095189488664,1261.9138426929078,1261.627112155744,1265.0557014008384,1275.6924989390825,1280.7279753942169,1284.442477344718
52,52,1985-04-15,1262.589966,1272.420044,1257.839966,1266.780029,1266.780029,6870000,1261.98999,1261.8470091999993,1262.4639990000005,,,,64.1843903996128,45.8979648824728,1263.535904795272,1262.5640061274269,1265.1883419853893,1275.457960256475,1280.5065794197055,1284.266731590044
53,53,1985-04-16,1268.109985,1276.609985,1256.959961,1269.550049,1269.550049,9870000,1265.1280027999999,1261.5270140999996,1262.503999,,,,69.23984483728577,47.58942921246871,1265.5406195301814,1263.834195740622,1265.52385790959,1275.3024889076205,1280.3326662384407,1284.1202969374067
54,54,1985-04-17,1269.660034,1277.5,1263.469971,1272.310059,1272.310059,9120000,1267.6020264,1262.1900145999996,1262.52640136,,,,77.02911198017995,51.06760147631198,1267.7970993534545,1265.3752617877815,1266.0458733780831,1275.2237407521566,1280.205323266402,1284.0027821320596
55,55,1985-04-18,1278.819946,1281.910034,1260.819946,1265.130005,1265.130005,11170000,1267.8900392,1262.8970091999993,1262.66360352,,,,53.245966970088155,52.621763633467296,1266.908067902303,1265.3306696445484,1265.9754219643844,1274.9581161271,1279.9660325002687,1283.8149933048746
56,56,1985-04-19,1265.130005,1272.530029,1258.5,1266.560059,1266.560059,8740000,1268.0660402,1263.6480101999991,1262.92400392,,,,57.23051264343319,54.07262360424959,1266.7920649348687,1265.554194981903,1266.0203940440472,1274.7371146237556,1279.7532392701055,1283.643302416269
57,57,1985-04-22,1269.77002,1273.630005,1257.619995,1266.560059,1266.560059,7080000,1268.0220461999995,1265.0060180999992,1263.69240724,,,,57.23051264343319,57.07399986968183,1266.7147296232456,1265.7370793488299,1266.0619067329667,1274.5219289494462,1279.5438237102628,1283.4733198947142
58,58,1985-04-23,1265.349976,1282.910034,1261.150024,1278.709961,1278.709961,10790000,1269.8540285999998,1267.491015699999,1264.8540039199995,,,,88.61460719423971,62.97804940984172,1270.713140082164,1268.095785103588,1267.0348339842772,1274.6321403191978,1279.5305877942274,1283.4259232887966
59,59,1985-04-24,1279.48999,1286.439941,1269.880005,1278.48999,1278.48999,8510000,1271.0900148,1269.3460205999988,1265.15000488,,,,80.33160183563936,66.42509675431647,1273.3054233881094,1269.9856405392993,1267.9159998316404,1274.7336626792192,1279.514070368922,1283.3768095247294
60,60,1985-04-25,1276.829956,1289.199951,1272.530029,1284.780029,1284.780029,9620000,1275.0200195999996,1271.455029399999,1265.93160644,,,,89.76394380991476,69.81082641716833,1277.1302919254065,1272.6755293503356,1269.2132328445916,1274.998040740292,1279.5976570138596,1283.390771907568
61,61,1985-04-26,1286.219971,1290.300049,1270.540039,1275.180054,1275.180054,8930000,1276.7440186,1272.405029399999,1266.2100097599996,,,,65.85369219157464,70.27241845054013,1276.4802126169375,1273.1308974684566,1269.6722190873152,1275.002830562916,1279.5275363311,1283.3090732219207
62,62,1985-04-29,1272.859985,1277.939941,1257.400024,1259.719971,1259.719971,9200000,1275.376001,1271.699023599999,1265.90081056,,,,30.93934513909205,66.94791392448806,1270.8934654112918,1270.6925472014639,1268.906661542137,1274.6006500481026,1279.213130532194,1283.0743557868766
63,63,1985-04-30,1256.73999,1266.22998,1245.800049,1258.060059,1258.060059,12390000,1271.2460205999996,1270.550024599999,1265.8256152799995,,,,27.55058426966284,62.77898786772578,1266.6156632741945,1268.3957311648344,1268.072307500434,1274.1653713363105,1278.8773674920005,1282.8254573113852
64,64,1985-05-01,1257.180054,1262.810059,1239.069946,1242.050049,1242.050049,10050000,1263.9580324,1267.5240235999988,1265.1188183999998,,,,5.817093516286468,55.65778602133644,1258.4271251827965,1263.6056071348646,1266.070595308093,1273.3202312748285,1278.2928068810165,1282.4197318555505
65,65,1985-05-02,1244.369995,1251.209961,1235.530029,1242.27002,1242.27002,9780000,1255.4560305999996,1265.2380250999988,1264.2132178399995,,,,12.305986012055365,51.56378792553314,1253.0414234551974,1259.7264094739799,1264.2397818228553,1272.5031204518068,1277.7210166130635,1282.0202322350974
66,66,1985-05-03,1243.709961,1253.859985,1238.300049,1247.23999,1247.23999,8680000,1249.8680178,1263.3060181999992,1263.6744189999995,,,,21.380238678021364,47.978760528991955,1251.1076123034652,1257.4561513878016,1262.9321055287894,1271.838301229391,1277.2371907938088,1281.6741601730564
