,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_10,sma_25,sma_75,sma_125,sma_200,%K,%D
33,33,1985-03-18,1252.650024,1260.930054,1242.819946,1249.670044,1249.670044,8270000,1258.1040039999998,1267.2480102999996,1277.1644092,,,,10.20270549537395,19.495891388385953
34,34,1985-03-19,1249.01001,1274.180054,1245.689941,1271.089966,1271.089966,8990000,1257.9719971999998,1265.1720092999994,1276.9656054800002,,,,42.106067447259214,17.639182977541715
35,35,1985-03-20,1271.530029,1277.390015,1257.839966,1265.23999,1265.23999,10540000,1258.6800049999995,1263.6590087999996,1276.5108056800002,,,,33.39296841086494,17.404106942857958
36,36,1985-03-21,1263.800049,1278.930054,1257.619995,1268.219971,1268.219971,9630000,1260.3139894,1263.3280029999996,1275.3228027600005,,,,37.831425864292605,19.53252486490284
37,37,1985-03-22,1272.420044,1277.390015,1261.699951,1267.449951,1267.449951,7800000,1264.3339844000004,1263.1069946999996,1274.5056006000004,,,,36.68453901894422,21.952334007816425
38,38,1985-03-25,1261.699951,1268.329956,1252.869995,1259.939941,1259.939941,7930000,1266.3879638000005,1262.2459838999996,1273.6223974400004,,,,25.49894425850222,22.948075985447645
39,39,1985-03-26,1257.069946,1267.560059,1252.099976,1259.719971,1259.719971,9520000,1264.1139648000005,1261.0429809999996,1272.7875976400005,,,,25.17131549642926,23.258402207069032
40,40,1985-03-27,1260.160034,1270.869995,1255.959961,1264.910034,1264.910034,8960000,1264.0479736000004,1261.3639892999995,1272.0587988000004,,,,32.90152377833091,25.769043952434373
41,41,1985-03-28,1265.900024,1275.51001,1256.630005,1260.709961,1260.709961,8700000,1262.5459716000005,1261.4299804999996,1271.3255956800006,,,,26.645831103850604,27.384470507790137
42,42,1985-03-29,1263.469971,1270.650024,1255.849976,1266.780029,1266.780029,9810000,1262.4119872000006,1263.3729857999995,1270.9631982000005,,,,38.81426052375126,30.924958139759912
43,43,1985-04-01,1264.800049,1276.280029,1260.48999,1272.75,1272.75,6930000,1264.9739990000005,1265.6809813999996,1270.7731982000007,,,,52.325201537326684,35.13720774395519
44,44,1985-04-02,1273.959961,1280.150024,1261.47998,1265.680054,1265.680054,8460000,1266.1660156000005,1265.1399901999996,1269.9560009600004,,,,42.24738934174723,35.15133993340399
45,45,1985-04-03,1264.689941,1268.109985,1251.550049,1258.060059,1258.060059,9310000,1264.7960205999998,1264.4219970999998,1269.0372021600006,,,,37.704345398535075,35.582477632171006
46,46,1985-04-04,1256.290039,1264.23999,1248.339966,1259.050049,1259.050049,6920000,1264.4640381999998,1263.5050048999994,1268.0388037200005,,,,42.72191293561022,36.071526339302764
47,47,1985-04-08,1259.5,1267.01001,1246.02002,1252.97998,1252.97998,7940000,1261.7040284000002,1262.0580077999996,1266.1836035200004,,,,27.216749989110678,35.12474743631941
48,48,1985-04-09,1252.209961,1262.040039,1246.579956,1253.859985,1253.859985,8010000,1257.9260253999996,1261.4500121999995,1264.7568017600004,,,,29.57411179264075,35.53226418973326
49,49,1985-04-10,1256.849976,1269.099976,1252.099976,1259.939941,1259.939941,9130000,1256.7780027999995,1261.4720091999993,1263.4804003600004,,,,45.86112839089175,37.60124547917951
50,50,1985-04-11,1265.23999,1274.849976,1257.180054,1263.689941,1263.689941,10800000,1257.9039792,1261.3499998999996,1262.8131982000004,,,,55.906647181396295,39.90175781948605
51,51,1985-04-12,1263.689941,1270.430054,1257.290039,1265.680054,1265.680054,7320000,1259.2299802000002,1261.8470091999993,1262.5791992000004,,,,61.2377718578565,43.36095189488664
52,52,1985-04-15,1262.589966,1272.420044,1257.839966,1266.780029,1266.780029,6870000,1261.98999,1261.8470091999993,1262.4639990000005,,,,64.1843903996128,45.8979648824728
53,53,1985-04-16,1268.109985,1276.609985,1256.959961,1269.550049,1269.550049,9870000,1265.1280028,1261.5270140999996,1262.503999,,,,69.23984483728577,47.58942921246871
54,54,1985-04-17,1269.660034,1277.5,1263.469971,1272.310059,1272.310059,9120000,1267.6020264,1262.1900145999996,1262.52640136,,,,77.02911198017996,51.06760147631198
55,55,1985-04-18,1278.819946,1281.910034,1260.819946,1265.130005,1265.130005,11170000,1267.8900392,1262.8970091999993,1262.66360352,,,,53.24596697008816,52.62176363346729
